x y
0.8375916463 0.529494382
0.8375916463 0.529494382
0.8357030016 0.5200842697
0.8357030016 0.5200842697
0.8357030016 0.5200842697
0.824705621 0.5213483146
0.824705621 0.5213483146
0.8418367347 0.5098314607
0.8418367347 0.5098314607
0.8331047096 0.5117977528
0.8331047096 0.5117977528
0.8649173955 0.5
0.8649173955 0.5
0.8315043439 0.5108146067
0.8315043439 0.5108146067
0.8332567754 0.5095505618
0.8332567754 0.5095505618
0.8332567754 0.5095505618
0.8332567754 0.5095505618
0.8327974277 0.5092696629
0.8327974277 0.5092696629
0.8226134056 0.5119382022
0.8226134056 0.5119382022
0.8226134056 0.5119382022
0.7826906957 0.5245786517
0.7826906957 0.5245786517
0.8089016829 0.5130617978
0.8089016829 0.5130617978
0.7831021438 0.5233146067
0.7831021438 0.5233146067
0.8480134035 0.4976123596
0.8480134035 0.4976123596
0.8399339934 0.5004213483
0.8399339934 0.5004213483
0.8399339934 0.5004213483
0.8387553041 0.4997191011
0.8387553041 0.4997191011
0.8310873606 0.5023876404
0.8310873606 0.5023876404
0.8310873606 0.5023876404
0.8633217993 0.4905898876
0.8633217993 0.4905898876
0.8633217993 0.4905898876
0.8316623922 0.5009831461
0.8294609665 0.5014044944
0.8294609665 0.5014044944
0.8294609665 0.5014044944
0.8199356913 0.5014044944
0.8199356913 0.5014044944
0.8199356913 0.5014044944
0.8199356913 0.5014044944
0.8194763436 0.5011235955
0.8194763436 0.5011235955
0.7800935772 0.5151685393
0.7800935772 0.5151685393
0.7800935772 0.5151685393
0.8065677013 0.5036516854
0.8065677013 0.5036516854
0.8065677013 0.5036516854
0.780503413 0.5139044944
0.780503413 0.5139044944
0.780503413 0.5139044944
0.8461538462 0.4882022472
0.8461538462 0.4882022472
0.8461538462 0.4882022472
0.8306928352 0.4933988764
0.8306928352 0.4933988764
0.8306928352 0.4933988764
0.7846353043 0.5106741573
0.7846353043 0.5106741573
0.8367689358 0.4903089888
0.8367689358 0.4903089888
0.8367689358 0.4903089888
0.837454982 0.4898876404
0.837454982 0.4898876404
0.837454982 0.4898876404
0.837454982 0.4898876404
0.837454982 0.4898876404
0.8367346939 0.4894662921
0.8284835581 0.4918539326
0.8284835581 0.4918539326
0.8284835581 0.4918539326
0.8284835581 0.4918539326
0.8360144058 0.4890449438
0.8280104093 0.4915730337
0.8611740993 0.4800561798
0.8611740993 0.4800561798
0.8611740993 0.4800561798
0.8611740993 0.4800561798
0.8611740993 0.4800561798
0.8273006861 0.4911516854
0.8268275373 0.4908707865
0.8268275373 0.4908707865
0.8268275373 0.4908707865
0.8268275373 0.4908707865
0.8604182414 0.4796348315
0.8263543885 0.4905898876
0.8596623835 0.4792134831
0.8588324107 0.4793539326
0.8588324107 0.4793539326
0.8256446652 0.4901685393
0.8181394264 0.4928370787
0.8254080908 0.4900280899
0.8294555049 0.4856741573
0.8294555049 0.4856741573
0.7768648649 0.5046348315
0.7768648649 0.5046348315
0.7768648649 0.5046348315
0.7768648649 0.5046348315
0.8036163882 0.4931179775
0.8036163882 0.4931179775
0.8036163882 0.4931179775
0.8036163882 0.4931179775
0.7772717415 0.5033707865
0.7772717415 0.5033707865
0.7772717415 0.5033707865
0.7772717415 0.5033707865
0.7819894829 0.5012640449
0.7819894829 0.5012640449
0.7819894829 0.5012640449
0.8031586175 0.4928370787
0.8031586175 0.4928370787
0.8350791717 0.4814606742
0.8350791717 0.4814606742
0.8350791717 0.4814606742
0.7768379961 0.5030898876
0.7768379961 0.5030898876
0.8267659779 0.4832865169
0.8437112379 0.4776685393
0.8437112379 0.4776685393
0.8437112379 0.4776685393
0.8437112379 0.4776685393
0.8437112379 0.4776685393
0.8429670057 0.477247191
0.8444886788 0.4766853933
0.8341880342 0.4797752809
0.8341880342 0.4797752809
0.8341880342 0.4797752809
0.8341880342 0.4797752809
0.8341880342 0.4797752809
0.8590432336 0.4716292135
0.8590432336 0.4716292135
0.8590432336 0.4716292135
0.8422227735 0.4768258427
0.816978009 0.485252809
0.816978009 0.485252809
0.816978009 0.485252809
0.8243340533 0.4824438202
0.8243340533 0.4824438202
0.8243340533 0.4824438202
0.8334554335 0.4793539326
0.8327228327 0.4789325843
0.8570696721 0.4699438202
0.8570696721 0.4699438202
0.8570696721 0.4699438202
0.8570696721 0.4699438202
0.8570696721 0.4699438202
0.8570696721 0.4699438202
0.8570696721 0.4699438202
0.8570696721 0.4699438202
0.8570696721 0.4699438202
0.8563012295 0.4695224719
0.8280068309 0.4766853933
0.7743421053 0.4959269663
0.833868974 0.4737359551
0.833868974 0.4737359551
0.8015799257 0.4845505618
0.7747470304 0.4946629213
0.825694783 0.4757022472
0.825694783 0.4757022472
0.825694783 0.4757022472
0.8425832492 0.4691011236
0.8413497859 0.469241573
0.8413497859 0.469241573
0.8413497859 0.469241573
0.8155432958 0.4775280899
0.8155432958 0.4775280899
0.7726473175 0.4935393258
0.7726473175 0.4935393258
0.8581449727 0.4639044944
0.8581449727 0.4639044944
0.8229851473 0.4747191011
0.8229851473 0.4747191011
0.7786940049 0.4907303371
0.7786940049 0.4907303371
0.7786940049 0.4907303371
0.7786940049 0.4907303371
0.8505128205 0.4658707865
0.7782482728 0.4904494382
0.7782482728 0.4904494382
0.8317224287 0.4713483146
0.8317224287 0.4713483146
0.8317224287 0.4713483146
0.78443791 0.4870786517
0.78443791 0.4870786517
0.8563995838 0.4623595506
0.8563995838 0.4623595506
0.8563995838 0.4623595506
0.8535825545 0.4617977528
