x y
0.6426930553 0.5108146067
0.6426930553 0.5108146067
0.6569276001 0.5021067416
0.5839739799 0.5547752809
0.5950920245 0.5449438202
0.6400351185 0.5119382022
0.58910295 0.5497191011
0.58910295 0.5497191011
0.567393736 0.5699438202
0.5886599489 0.5497191011
0.5758536234 0.5613764045
0.5519661062 0.5855337079
0.6050833995 0.5349719101
0.6111021201 0.5303370787
0.7221860768 0.4676966292
0.6129294903 0.5286516854
0.638742536 0.5108146067
0.6367924528 0.5119382022
0.6264631043 0.5186797753
0.5740794016 0.5605337079
0.5654362416 0.5679775281
0.5654362416 0.5679775281
0.6317153222 0.5136235955
0.6317153222 0.5136235955
0.5833581423 0.5504213483
0.5893697798 0.5450842697
0.7716917111 0.4471910112
0.5586867305 0.5735955056
0.5700441784 0.5617977528
0.5700441784 0.5617977528
0.5789860397 0.5533707865
0.5789860397 0.5533707865
0.6010428188 0.5342696629
0.6010428188 0.5342696629
0.6010428188 0.5342696629
0.5582763338 0.5731741573
0.5582763338 0.5731741573
0.5632311978 0.5679775281
0.5915644172 0.5417134831
0.5628133705 0.5675561798
0.5554198888 0.575
0.5825126828 0.5483146067
0.5706708716 0.5591292135
0.5706708716 0.5591292135
0.5706708716 0.5591292135
0.5820539574 0.5484550562
0.5820539574 0.5484550562
0.6060215746 0.5286516854
0.5980191794 0.5342696629
0.5868345215 0.5433988764
0.5442443226 0.5856741573
0.5517473118 0.5765449438
0.6299635859 0.510252809
0.6016908598 0.5297752809
0.6016908598 0.5297752809
0.6016908598 0.5297752809
0.5559206023 0.5703651685
0.5620089787 0.5626404494
0.5620089787 0.5626404494
0.5764914353 0.5483146067
0.5635413725 0.5605337079
0.5635413725 0.5605337079
0.5667333524 0.5570224719
0.5588317107 0.5643258427
0.550208923 0.5733146067
0.5762862212 0.5474719101
0.565223583 0.5574438202
0.5759905381 0.5471910112
0.5759905381 0.5471910112
0.5384218003 0.5855337079
0.5384218003 0.5855337079
0.5557854089 0.566011236
0.5699143313 0.5512640449
0.5856311275 0.5369382022
0.6044581842 0.5217696629
0.6044581842 0.5217696629
0.5454666489 0.5754213483
0.5670652644 0.5528089888
0.6614942529 0.4849719101
0.5497964722 0.5691011236
0.7070446735 0.4623595506
0.6406902816 0.4953651685
0.6705372958 0.478511236
0.5550159567 0.5617977528
0.5335978497 0.5855337079
0.5719546325 0.5453651685
0.7002118644 0.4641853933
0.5625 0.5536516854
0.5625 0.5536516854
0.542036277 0.575
0.5707567965 0.545505618
0.5707567965 0.545505618
0.5813280536 0.5360955056
0.5414627695 0.575
0.5414627695 0.575
0.6085007471 0.514747191
0.6085007471 0.514747191
0.6695532376 0.4778089888
0.5673160803 0.5480337079
0.5739143367 0.541994382
0.6866009042 0.469241573
0.5737217598 0.5421348315
0.6025452766 0.5186797753
0.704029147 0.4613764045
0.6991525424 0.4634831461
0.6545971564 0.4849719101
0.5310748854 0.5856741573
0.5310748854 0.5856741573
0.561295847 0.5523876404
0.5532121548 0.5599719101
0.5632911392 0.55
0.5953868333 0.5220505618
0.5795246801 0.5342696629
0.6027262276 0.5154494382
0.6027262276 0.5154494382
0.6027262276 0.5154494382
0.5399708339 0.5720505618
0.6669946861 0.4759831461
0.5795177045 0.5332865169
0.5808282209 0.5318820225
0.6963983051 0.4616573034
0.5364958721 0.575
0.5594405594 0.5505617978
0.5763584077 0.5348314607
0.5452448786 0.5644662921
0.5699673881 0.5400280899
0.5822647922 0.5293539326
0.5263822267 0.5856741573
0.5635703919 0.5453651685
0.5344557557 0.5751404494
0.5684506209 0.5400280899
0.5684506209 0.5400280899
0.5822745584 0.5278089888
0.614922813 0.503511236
0.5415938718 0.566011236
0.5415938718 0.566011236
0.5419641654 0.5650280899
0.5882352941 0.5210674157
0.608997125 0.505758427
0.5742649288 0.5321629213
0.6020222112 0.5101123596
0.6132463967 0.5019662921
0.5711925503 0.5341292135
0.5961225155 0.5139044944
0.5510718789 0.5523876404
0.5510718789 0.5523876404
0.5293052141 0.5745786517
0.6429374297 0.4820224719
0.5884984026 0.5174157303
0.545442008 0.5554775281
0.5480501393 0.5526685393
0.5480501393 0.5526685393
0.5191134354 0.5855337079
0.6103696099 0.5009831461
0.5757250269 0.5269662921
0.6420007493 0.4813202247
0.5265861803 0.5758426966
0.5188644004 0.585252809
0.5492503853 0.5505617978
0.5492503853 0.5505617978
0.5524822695 0.5470505618
0.5746017157 0.5268258427
0.5491378102 0.5501404494
0.5963182117 0.5095505618
0.5602453629 0.5387640449
0.5379124579 0.5609550562
0.5388881374 0.5595505618
0.5766852195 0.5238764045
0.5865814696 0.5157303371
0.6136876846 0.4962078652
0.640007492 0.4799157303
0.560592723 0.5366573034
0.708750835 0.4470505618
0.6130993746 0.4956460674
0.6395653803 0.479494382
0.6684199879 0.4640449438
0.5324141588 0.5640449438
0.5366248482 0.5587078652
0.5361616162 0.5591292135
0.5635038667 0.5321629213
0.5368819238 0.5581460674
0.5716911765 0.5241573034
0.6152765584 0.4921348315
0.6152765584 0.4921348315
0.6152765584 0.4921348315
0.5213402981 0.5747191011
0.551803091 0.5415730337
0.551803091 0.5415730337
0.5557329463 0.5377808989
0.5557329463 0.5377808989
0.5792702108 0.5172752809
0.605537515 0.4976123596
0.605537515 0.4976123596
0.5505922649 0.5418539326
0.5284381978 0.5650280899
0.5284381978 0.5650280899
0.6025445293 0.4988764045
0.6025445293 0.4988764045
0.6025445293 0.4988764045
0.5343018563 0.5578651685
0.5703352212 0.5233146067
0.5992270207 0.5008426966
0.5706613472 0.5223314607
0.5179383527 0.5758426966
0.5179383527 0.5758426966
0.5434752268 0.5469101124
0.5434752268 0.5469101124
0.5304220477 0.5595505618
0.5487369773 0.5400280899
0.52250388 0.5674157303
0.5627816161 0.5262640449
0.5516394627 0.5363764045
0.5516394627 0.5363764045
0.5930348259 0.502247191
0.5400277008 0.5476123596
0.5652965266 0.5234550562
0.5236235845 0.5650280899
0.5853184249 0.5073033708
0.6522338122 0.4654494382
0.6522338122 0.4654494382
0.6522338122 0.4654494382
0.5318604338 0.554494382
0.5133984473 0.5758426966
0.6112185687 0.4882022472
0.5962346613 0.4981741573
0.5348900724 0.5501404494
0.5348900724 0.5501404494
0.6963223959 0.4441011236
0.538365651 0.5459269663
0.5705827361 0.5143258427
0.5209066041 0.5616573034
0.5407115736 0.5400280899
0.6486912025 0.4629213483
0.5773162939 0.5075842697
0.5897904889 0.4981741573
0.5226645644 0.5587078652
0.5169535063 0.5653089888
0.5786598104 0.505758427
0.7028854824 0.4379213483
0.5226375362 0.5577247191
0.5227242788 0.5573033708
0.5161704312 0.5648876404
0.6764830508 0.4484550562
0.5290462037 0.55
0.5138641567 0.5674157303
0.5138641567 0.5674157303
0.5386233002 0.5396067416
0.5063619518 0.5757022472
0.5062384188 0.5755617978
0.5283707106 0.5492977528
0.6754237288 0.447752809
0.5245026038 0.5516853933
0.5855676928 0.4969101124
0.5308050383 0.5445224719
0.673940678 0.4467696629
0.673940678 0.4467696629
0.673940678 0.4467696629
0.509329299 0.5674157303
0.5220343496 0.5507022472
0.5122326118 0.5616573034
0.5122326118 0.5616573034
0.5108958838 0.5630617978
0.6384136858 0.4612359551
0.5395919532 0.5311797753
0.5150649351 0.5570224719
0.5354330709 0.5348314607
0.5354330709 0.5348314607
0.5156290701 0.5560393258
0.5313019391 0.5387640449
0.7111214735 0.4283707865
0.5304937076 0.5387640449
0.589010989 0.4893258427
0.5615420344 0.5094101124
0.5188029661 0.5502808989
0.5128039317 0.5568820225
0.5188916877 0.5497191011
0.5288766368 0.5389044944
0.5076805891 0.5616573034
0.5350120243 0.5311797753
0.5116309124 0.5560393258
0.5116309124 0.5560393258
0.5116309124 0.5560393258
0.5436339716 0.5223314607
0.532733914 0.5325842697
0.5634995296 0.5047752809
0.6733333333 0.439747191
0.5147136101 0.5502808989
0.5147136101 0.5502808989
0.5147136101 0.5502808989
0.5147890101 0.55
0.535337703 0.5276685393
0.5452395033 0.5179775281
0.5224063009 0.5403089888
0.5594590393 0.5054775281
0.5144249769 0.5484550562
0.5454006814 0.5171348315
0.5205349905 0.5411516854
0.5282808582 0.5325842697
0.511137163 0.5511235955
0.5931849791 0.4792134831
0.531881804 0.5283707865
0.5528604119 0.508988764
0.5411299766 0.519241573
0.5433884298 0.5171348315
0.5107604017 0.55
0.5107604017 0.55
0.5107604017 0.55
0.5434654051 0.5162921348
0.5208588123 0.5383426966
0.5382604908 0.5206460674
0.6359873867 0.4532303371
0.5449538553 0.5141853933
0.5164570511 0.5421348315
0.4954601227 0.5671348315
0.6126643214 0.464747191
0.5371445154 0.5199438202
0.5510297483 0.5073033708
0.5995717345 0.4719101124
0.5638569604 0.4960674157
0.5058596265 0.5516853933
0.5970202199 0.472752809
0.5970202199 0.472752809
0.6531204644 0.4424157303
0.5336116309 0.5206460674
0.5020984357 0.554494382
0.5401298318 0.5141853933
0.5274570544 0.5261235955
0.5144617033 0.5396067416
0.614534557 0.4608146067
0.614534557 0.4608146067
0.614534557 0.4608146067
0.65639413 0.439747191
0.5306035098 0.5223314607
0.5433742148 0.510252809
0.6091614333 0.4632022472
0.544566361 0.5088483146
0.5146426652 0.5380617978
0.5416108382 0.5109550562
0.5208821502 0.530758427
0.5193968472 0.5321629213
0.6419452888 0.4449438202
0.5033436214 0.5497191011
0.5203140063 0.5306179775
0.5036750484 0.5485955056
0.523517097 0.5268258427
0.5455096168 0.5058988764
0.5268071863 0.5230337079
0.4982961 0.554494382
0.4982961 0.554494382
0.4982961 0.554494382
0.6458034065 0.441994382
0.5076275644 0.5421348315
0.5076275644 0.5421348315
0.6214863304 0.4533707865
0.5096842664 0.5396067416
0.5299267978 0.5185393258
0.539848056 0.508988764
0.5 0.5498595506
0.5284610984 0.5189606742
0.5229820628 0.5241573034
0.5421559771 0.505758427
0.5502866884 0.4987359551
0.6437512826 0.4405898876
0.5128170534 0.5338483146
0.6511530398 0.4362359551
0.6100168824 0.456741573
0.5156741958 0.5290730337
0.5083798883 0.5367977528
0.650524109 0.4358146067
0.5069508804 0.5377808989
0.6112368024 0.4553370787
0.5029971332 0.5421348315
0.5448149281 0.5002808989
0.4951407295 0.5509831461
0.5958137856 0.4637640449
0.5299666231 0.5129213483
0.5270638909 0.5155898876
0.5316196875 0.5112359551
0.5112101567 0.5316011236
0.5123473541 0.5303370787
0.5130754563 0.5290730337
0.5087719298 0.5335674157
0.516137931 0.5255617978
0.5784414693 0.4733146067
0.5784414693 0.4733146067
0.5341513897 0.5074438202
0.5107621497 0.5299157303
0.5222379603 0.5178370787
0.5369649805 0.5039325843
0.5186222347 0.5202247191
0.6572043011 0.4292134831
0.5361364657 0.5032303371
0.7184007946 0.4063202247
0.5414187643 0.4984550562
0.5118819995 0.5264044944
0.5118819995 0.5264044944
0.5189606742 0.5189606742
0.6157407407 0.4483146067
0.5091253211 0.5289325843
0.6123853211 0.45
0.5064222638 0.5316011236
0.5145859256 0.522752809
0.622388648 0.4435393258
0.4958242323 0.541994382
0.494629156 0.543258427
0.5280619702 0.5074438202
0.5498498973 0.4887640449
0.5407725322 0.495505618
0.5379236966 0.4970505618
0.6216162814 0.4418539326
0.5051020408 0.5283707865
0.538438072 0.4957865169
0.5547127179 0.4827247191
0.4960507575 0.5380617978
0.5105299381 0.5209269663
0.5280518333 0.5036516854
0.5234714575 0.5074438202
0.5212888377 0.508988764
0.4990109455 0.5314606742
0.60974201 0.4448033708
0.7081280788 0.4037921348
0.4962759702 0.5334269663
0.547256581 0.4846910112
0.5533571197 0.4792134831
0.5283187156 0.4991573034
0.60166446 0.4467696629
0.5106560802 0.5148876404
0.5124140833 0.5130617978
0.5102410478 0.5143258427
0.5159680639 0.5082865169
0.6100213634 0.4411516854
0.4934827946 0.531741573
0.5514109633 0.4775280899
0.4953995794 0.5293539326
0.5145534573 0.508988764
0.5138928268 0.5091292135
0.5940520446 0.4488764045
0.6109808519 0.4391853933
0.5004713805 0.5219101124
0.5121434623 0.5094101124
0.604928764 0.4412921348
0.4896533885 0.531741573
0.4896533885 0.531741573
0.4896533885 0.531741573
0.4895240559 0.5316011236
0.5133247827 0.5058988764
0.5133247827 0.5058988764
0.6099471314 0.4375
0.575677111 0.456741573
0.5085482063 0.5096910112
0.4994593133 0.5189606742
0.600496752 0.4414325843
0.5900667161 0.4471910112
0.5593734209 0.4664325843
0.5424888606 0.4787921348
0.4973772697 0.5193820225
0.5337869182 0.4848314607
0.5004772944 0.5154494382
0.5004772944 0.5154494382
0.5008898015 0.5139044944
0.5323352369 0.4844101124
0.5985861674 0.4400280899
0.6670485793 0.4088483146
0.5535147771 0.4655898876
0.5367507886 0.4779494382
0.7219181652 0.3890449438
0.5137175207 0.4970505618
0.5501323627 0.466994382
0.6828214971 0.3997191011
0.534444794 0.477247191
0.5679577465 0.4530898876
0.5520414993 0.4633426966
0.4877663773 0.5207865169
0.5269378358 0.4821629213
0.5323312979 0.4775280899
0.5369426752 0.4735955056
0.5395371263 0.471488764
0.5071367399 0.4990168539
0.5949731389 0.4355337079
0.5165111802 0.4898876404
0.5415180019 0.4689606742
0.5160669332 0.4894662921
0.5814554858 0.4421348315
0.5805678466 0.4422752809
0.6037922181 0.4293539326
0.5277347381 0.4783707865
0.5700250089 0.4481741573
0.5106135505 0.493258427
0.4879182156 0.5161516854
0.504330541 0.4988764045
0.5007002801 0.5021067416
0.5349577958 0.4717696629
0.503685852 0.4990168539
0.5646126761 0.4504213483
0.5159273593 0.4867977528
0.502192052 0.4987359551
0.6075517172 0.4248595506
0.5084942646 0.4918539326
0.5102369114 0.4900280899
0.5195513792 0.4814606742
0.6167491749 0.4199438202
0.5057653502 0.4928370787
0.5147717099 0.4845505618
0.53125 0.4703651685
0.5401113294 0.4633426966
0.6000790358 0.4265449438
0.527164553 0.4728932584
0.5220542875 0.4754213483
0.5439239873 0.4582865169
0.6044596223 0.4226123596
0.496350365 0.4966292135
0.5074123 0.4855337079
0.4887886246 0.5021067416
0.6251338043 0.4101123596
0.5216645885 0.4700842697
0.5881099923 0.4265449438
0.5635120547 0.4398876404
0.5737918216 0.4335674157
0.6340819022 0.404494382
0.4882506527 0.4990168539
0.5460896234 0.4501404494
0.5940849543 0.4203651685
0.4891846922 0.495505618
0.4891846922 0.495505618
0.5459524217 0.4480337079
0.5107250755 0.4748595506
0.5674188222 0.4344101124
0.6425175458 0.3985955056
0.5045844425 0.4792134831
0.5906386355 0.418258427
0.5445903906 0.4425561798
0.6106418919 0.4061797753
0.5357683892 0.4470505618
0.5587861167 0.4318820225
0.5039039039 0.4713483146
0.5482394366 0.4373595506
0.5229254117 0.4549157303
0.5085135757 0.4655898876
0.4847595078 0.4869382022
0.5063349107 0.4658707865
0.5066728026 0.4639044944
0.5293137908 0.4463483146
0.5302473262 0.4456460674
0.4855401191 0.4810393258
0.5146496815 0.4539325843
0.5144904459 0.4537921348
0.5278288484 0.4435393258
0.6032953105 0.4011235955
0.4996209249 0.4627808989
0.548521676 0.4247191011
0.485801217 0.4709269663
0.4805749253 0.4742977528
0.5189831075 0.4358146067
0.5629715612 0.4087078652
0.5544217687 0.4120786517
0.5399963722 0.4181179775
0.540451895 0.4165730337
0.5057714193 0.4369382022
0.7171453438 0.3471910112
0.5372971001 0.4137640449
0.5492742552 0.4039325843
0.4926783184 0.4394662921
0.5276327633 0.4116573034
0.5042258283 0.4189606742
0.4852090564 0.4123595506
0.704552793 0.3064606742
0.2161282448 0.3730337079
0.1953213265 0.4127808989
0.2027047221 0.3810393258
0.1956357648 0.4004213483
0.1971709007 0.3837078652
0.1935709784 0.3882022472
0.1991381964 0.3634831461
0.1902550643 0.3970505618
0.1908929304 0.3921348315
0.1874710591 0.3980337079
0.1814183958 0.4113764045
0.2033561111 0.3301966292
0.1807163654 0.3748595506
0.1845518868 0.3516853933
0.1801960646 0.3588483146
0.1789670551 0.3494382022
0.1675799087 0.3092696629
0.1704773365 0.2984550562
0.1648870319 0.2992977528
0.1661925301 0.2543539326
0.176201373 0.2271067416
0.1582283977 0.2558988764
0.1498676441 0.206741573
