t x y z
1192 0 -1 10
1193 0 -1 10
1194 -1 -1 11
1195 -2 0 11
1196 -1 0 10
1197 -1 -1 10
1198 -2 -1 10
1199 -2 -1 11
1200 -1 -1 11
1201 -1 -1 12
1202 0 -2 12
1203 0 -1 13
1204 -1 0 13
1205 -1 0 13
1206 -2 0 13
1207 -2 1 12
1208 -1 2 11
1209 -1 2 11
1210 -1 2 11
1211 -1 2 11
1212 -1 1 10
1213 -2 1 11
1214 -2 0 11
1215 -1 -1 11
1216 -1 1 11
1217 -2 1 11
1218 -2 -1 11
1219 -2 -1 11
1220 -2 1 11
1221 -1 1 9
1222 -1 0 9
1223 -2 -1 10
1224 -3 -1 11
1225 -2 -2 11
1226 -2 -2 11
1227 -2 -2 12
1228 -2 -3 11
1229 -1 -3 11
1230 -1 -3 10
1231 -1 -3 10
1232 -2 -3 10
1233 -2 -2 9
1234 -1 -2 8
1235 -1 -2 9
1236 0 -2 11
1237 2 0 11
1238 2 1 11
1239 1 1 11
1240 1 0 10
1241 2 0 9
1242 1 -1 9
1243 0 -1 8
1244 0 -1 8
1245 -1 -2 8
1246 -1 -2 7
1247 0 -2 7
1248 -1 -2 7
1249 -2 -3 7
1250 -2 -3 7
1251 -2 -3 6
1252 -1 -3 7
1253 -2 -4 8
1254 -1 -3 8
1255 0 -3 9
1256 -1 -4 9
1257 -2 -4 9
1258 -1 -4 9
1259 0 -4 10
1260 1 -4 10
1261 2 -3 11
1262 4 -2 11
1263 5 -2 11
1264 3 -3 11
1265 3 -3 11
1266 3 -3 11
1267 2 -3 10
1268 0 -4 10
1269 -1 -3 9
1270 -1 -4 10
1271 -2 -4 10
1272 -3 -4 10
1273 -3 -4 9
1274 -4 -4 9
1275 -5 -5 8
1276 -5 -5 8
1277 -6 -5 8
1278 -6 -5 8
1279 -5 -4 8
1280 -5 -4 8
1281 -5 -4 8
1282 -4 -4 8
1283 -2 -3 8
1284 -2 -3 9
1285 -2 -3 9
1286 -1 -2 10
1287 -2 -3 11
1288 -2 -3 11
1289 -1 -3 11
1290 -1 -2 11
1291 1 -2 11
1292 1 -2 12
1293 2 -2 11
1294 2 -2 12
1295 3 -1 12
1296 3 -1 11
1297 2 -2 11
1298 3 -1 11
1299 4 -1 11
1300 3 -1 11
1301 2 -2 11
1302 3 -1 11
1303 2 -1 11
1304 1 -2 11
1305 1 -2 11
1306 0 -1 11
1307 -2 -2 10
1308 -3 -2 11
1309 -3 -2 11
1310 -2 -2 10
1311 -4 -3 10
1312 -4 -3 10
1313 -3 -2 10
1314 -3 -3 10
1315 -4 -3 9
1316 -4 -4 9
1317 -3 -3 9
1318 -2 -3 10
1319 -2 -3 10
1320 -2 -2 10
1321 -2 -2 9
1322 -1 -2 9
1323 -1 -2 9
1324 -1 -2 10
1325 -1 -2 9
1326 1 -1 9
1327 -1 -1 9
1328 -2 -1 8
1329 1 1 7
1330 1 1 7
1331 -1 0 8
1332 -2 -1 8
1333 -1 1 8
1334 -1 1 9
1335 -1 1 8
1336 -1 1 8
1337 -2 1 10
1338 -3 0 11
1339 -3 1 10
1340 -4 1 11
1341 -5 0 12
1342 -4 1 11
1343 -4 2 11
1344 -5 1 12
1345 -5 1 12
1346 -3 2 12
1347 -3 3 11
1348 -3 3 11
1349 -4 2 11
1350 -4 3 11
1351 -5 3 11
1352 -5 2 11
1353 -5 2 11
1354 -5 2 11
1355 -5 3 10
1356 -5 3 9
1357 -6 4 8
1358 -6 4 8
1359 -6 4 8
1360 -6 4 8
1361 -6 4 8
1362 -6 4 8
1363 -6 4 8
1364 -6 4 8
1365 -6 4 8
1366 -6 5 8
1367 -6 4 8
1368 -6 4 8
1369 -6 4 8
1370 -6 4 8
1371 -6 4 8
1372 -6 4 8
1373 -5 4 9
1374 -5 4 9
1375 -5 3 8
1376 -5 3 8
1377 -5 3 8
1378 -4 4 9
1379 -5 4 9
1380 -5 4 10
1381 -5 5 9
1382 -5 6 9
1383 -6 5 9
1384 -6 5 9
1385 -5 6 8
1386 -5 5 7
1387 -5 5 6
1388 -5 5 7
1389 -4 5 7
1390 -2 5 8
1391 -2 6 8
1392 -2 6 9
1393 -2 6 9
1394 -2 7 9
1395 -2 7 9
1396 -3 7 10
1397 -4 7 10
1398 -4 6 10
1399 -4 6 10
1400 -4 6 10
1401 -4 6 9
1402 -3 6 8
1403 -2 7 8
1404 -2 6 8
1405 -4 6 7
1406 -4 6 7
1407 -4 6 7
1408 -6 5 9
1409 -9 2 11
1410 -7 4 10
1411 -3 6 9
1412 0 8 10
1413 1 8 8
1414 -1 7 7
1415 -1 7 7
1416 -2 7 7
1417 -2 7 7
1418 -2 7 7
1419 -3 7 7
1420 -3 7 8
1421 -3 7 8
1422 -2 8 8
1423 -2 8 8
1424 -3 8 7
1425 -3 7 8
1426 -4 7 9
1427 -5 6 10
1428 -5 6 9
1429 -4 6 9
1430 -3 6 9
1431 -3 6 8
1432 -4 6 9
1433 -4 7 9
1434 -4 7 9
1435 -4 6 9
1436 -4 5 8
1437 -4 5 7
1438 -3 5 7
