t x y z
0 -4 -9 8
1 -4 -8 8
2 -3 -8 7
3 -3 -8 8
4 -3 -8 8
5 -3 -8 7
6 -3 -8 8
7 -3 -8 8
8 -3 -8 7
9 -3 -8 7
10 -2 -8 7
11 -2 -8 7
12 -2 -8 7
13 -2 -8 7
14 -2 -8 7
15 -3 -8 7
16 -3 -8 7
17 -3 -8 7
18 -3 -8 7
19 -3 -8 7
20 -3 -8 7
21 -3 -8 7
22 -3 -8 7
23 -3 -8 7
24 -3 -8 7
25 -3 -8 7
26 -3 -8 7
27 -3 -8 7
28 -3 -8 7
29 -3 -8 7
30 -3 -8 7
31 -3 -8 7
32 -3 -8 7
33 -3 -8 7
34 -3 -8 7
35 -3 -8 7
36 -2 -8 7
37 -2 -7 7
38 -2 -7 7
39 -2 -7 7
40 -2 -6 7
41 -2 -6 6
42 -1 -6 6
43 -1 -6 6
44 -1 -6 7
45 -2 -7 7
46 -3 -7 8
47 -4 -7 10
48 -4 -7 11
49 -4 -7 11
50 -4 -7 11
51 -4 -7 10
52 -4 -7 10
53 -3 -6 10
54 -3 -6 9
55 -3 -6 9
56 -2 -6 9
57 -2 -6 9
58 -2 -6 9
59 -2 -6 9
60 -2 -6 9
61 -2 -6 8
62 -2 -6 8
63 -2 -6 8
64 -2 -6 8
65 -2 -6 8
66 -2 -6 8
67 -1 -5 8
68 0 -4 8
69 -1 -4 7
70 -2 -5 8
71 -2 -5 10
72 -2 -5 10
73 -3 -5 10
74 -4 -6 11
75 -4 -6 11
76 -4 -6 11
77 -4 -6 11
78 -4 -6 11
79 -3 -6 11
80 -2 -5 9
81 -2 -5 8
82 -2 -5 7
83 -1 -5 7
84 -1 -5 8
85 -1 -5 9
86 -2 -5 9
87 -3 -6 10
88 -4 -6 10
89 -4 -5 10
90 -4 -5 10
91 -4 -5 10
92 -4 -4 10
93 -3 -3 11
94 -3 -3 10
95 -3 -4 8
96 -4 -5 8
97 -4 -5 8
98 -4 -4 9
99 -3 -4 10
100 -3 -4 10
101 -3 -4 10
102 -3 -4 10
103 -3 -4 9
104 -3 -3 8
105 -3 -3 8
106 -2 -3 8
107 -3 -4 9
108 -3 -4 10
109 -4 -4 11
110 -4 -4 11
111 -4 -3 11
112 -4 -3 11
113 -3 -2 11
114 -3 -3 11
115 -4 -3 11
116 -4 -3 11
117 -3 -3 11
118 -2 -2 11
119 -1 -2 10
120 -2 -3 9
121 -2 -4 8
122 -1 -3 9
123 -2 -3 9
124 -2 -3 9
125 -1 -3 9
126 -1 -3 10
127 -2 -4 11
128 -2 -4 11
129 -2 -4 11
130 -3 -4 11
131 -3 -3 11
132 -3 -3 11
133 -3 -3 10
134 -3 -3 9
135 -3 -3 8
136 -2 -3 9
137 -2 -3 9
138 -3 -4 9
139 -3 -4 9
140 -3 -4 9
141 -3 -4 9
142 -3 -3 9
143 -3 -3 10
144 -2 -3 11
145 -2 -3 11
146 -2 -3 11
147 -2 -4 11
148 -3 -4 11
149 -3 -4 11
150 -4 -3 10
151 -5 -3 11
152 -4 -2 11
153 -4 -2 11
154 -4 -2 10
155 -3 -2 9
156 -3 -3 9
157 -3 -3 9
158 -3 -3 9
159 -3 -3 9
160 -3 -3 10
161 -3 -3 10
162 -2 -3 10
163 -2 -3 10
164 -2 -3 10
165 -2 -3 10
166 -2 -4 11
167 -3 -3 11
168 -3 -3 11
169 -3 -3 10
170 -3 -3 10
171 -3 -3 10
172 -3 -3 10
173 -3 -3 10
174 -2 -4 9
175 -2 -4 9
176 -2 -4 9
177 -2 -4 8
178 -2 -5 8
179 -2 -5 8
180 -2 -5 8
181 -2 -5 9
182 -2 -5 9
183 -2 -5 10
184 -2 -5 10
185 -2 -5 11
186 -2 -5 11
187 -3 -5 11
188 -2 -4 11
189 -1 -4 10
190 -1 -3 9
191 -2 -3 8
192 -2 -3 8
193 -3 -3 10
194 -4 -3 10
195 -4 -3 10
196 -4 -3 11
197 -5 -3 11
198 -5 -4 10
199 -4 -4 9
200 -4 -4 8
201 -5 -4 7
202 -4 -4 8
203 -4 -3 8
204 -5 -3 8
205 -5 -3 9
206 -5 -3 10
207 -5 -3 11
208 -5 -3 10
209 -5 -3 10
210 -5 -2 10
211 -4 -1 10
212 -5 -2 10
213 -5 -2 10
214 -5 -3 9
215 -6 -3 10
216 -4 -2 10
217 -4 -3 11
218 -5 -3 12
219 -6 -3 11
220 -8 -4 12
221 -10 -4 11
222 -10 -4 11
223 -11 -4 9
224 -11 -4 7
225 -11 -4 5
226 -11 -5 4
227 -11 -5 3
228 -11 -5 2
229 -11 -5 2
230 -10 -4 1
231 -9 -4 1
232 -8 -4 -1
233 -6 -4 0
234 -4 -4 0
235 -3 -5 1
236 -2 -5 2
237 -2 -6 3
238 -1 -6 3
239 0 -5 3
240 1 -5 3
241 2 -5 3
242 2 -4 2
243 1 -5 2
244 1 -5 3
245 1 -4 5
246 1 -3 6
247 1 -3 8
248 2 -2 10
249 4 -1 12
250 4 0 13
251 3 0 14
252 2 -1 14
253 -1 -1 15
254 -3 -1 14
255 -5 -1 13
256 -7 -2 12
257 -8 -2 11
258 -9 -3 11
259 -10 -3 11
260 -9 -3 10
261 -8 -3 10
262 -7 -2 9
263 -5 -2 9
264 -4 -1 9
265 -4 -2 9
266 -4 -2 9
267 -3 -1 9
268 -3 -2 8
269 -4 -3 9
270 -3 -2 10
271 -3 -2 10
272 -3 -2 10
273 -3 -2 10
274 -3 -2 10
275 -3 -2 10
276 -3 -2 10
277 -3 -2 10
278 -3 -2 10
279 -3 -2 10
280 -3 -2 10
281 -3 -2 10
282 -3 -2 10
283 -3 -2 10
284 -3 -2 10
285 -3 -2 10
