t x y z
749 -4 1 9
750 -5 1 8
751 -6 0 8
752 -6 0 8
753 -5 1 8
754 -4 1 7
755 -4 0 8
756 -4 -1 8
757 -4 -1 7
758 -4 -1 7
759 -5 -1 8
760 -5 -1 8
761 -6 -1 8
762 -6 -1 8
763 -6 -1 8
764 -5 -1 8
765 -5 -1 8
766 -5 -1 9
767 -6 -1 9
768 -5 0 9
769 -5 1 9
770 -5 0 9
771 -5 0 8
772 -5 0 8
773 -5 0 8
774 -6 -1 8
775 -6 -1 8
776 -7 1 10
777 -7 1 10
778 -10 -1 11
779 -10 -1 12
780 -9 1 12
781 -10 0 11
782 -9 0 11
783 -8 0 11
784 -7 1 10
785 -6 1 9
786 -5 1 8
787 -5 0 8
788 -5 -1 7
789 -4 -1 6
790 -3 -1 6
791 -3 -1 6
792 -4 -2 6
793 -4 -2 6
794 -4 -2 5
795 -4 -3 5
796 -4 -2 5
797 -4 -2 6
798 -5 -2 6
799 -5 -2 6
800 -5 -2 6
801 -6 -2 7
802 -6 -1 8
803 -7 -1 9
804 -7 -1 9
805 -7 -1 10
806 -8 0 11
807 -8 0 11
808 -7 1 11
809 -7 2 12
810 -8 1 12
811 -7 1 11
812 -6 2 11
813 -6 2 11
814 -6 2 10
815 -5 2 9
816 -5 2 9
817 -5 2 9
818 -5 2 8
819 -5 2 8
820 -5 1 8
821 -6 1 8
822 -6 1 8
823 -7 1 7
824 -8 0 7
825 -9 1 7
826 -9 1 7
827 -9 0 6
828 -8 0 7
829 -9 -1 7
830 -8 0 8
831 -7 1 8
832 -7 1 8
833 -6 1 9
834 -6 1 9
835 -6 1 9
836 -6 1 9
837 -6 1 9
838 -6 1 9
839 -6 1 8
840 -6 1 8
841 -6 1 8
842 -6 1 9
843 -6 1 9
844 -6 1 9
845 -6 1 9
846 -6 1 9
847 -6 1 9
848 -6 1 9
849 -6 1 9
850 -6 1 8
851 -6 1 8
852 -6 1 8
853 -6 1 8
854 -6 1 8
855 -6 1 7
856 -6 1 7
857 -7 1 7
858 -8 1 8
859 -9 1 9
860 -9 1 9
861 -8 1 9
862 -7 1 8
863 -7 1 8
864 -8 1 9
865 -9 -1 10
866 -10 -1 10
867 -11 -1 11
868 -12 -1 11
869 -12 -1 11
870 -13 -1 11
871 -12 0 10
872 -12 0 11
873 -13 -1 11
874 -13 -2 8
875 -12 -2 7
876 -11 -1 6
877 -10 -2 6
878 -9 -2 5
879 -7 -2 4
880 -6 -2 3
881 -5 -3 3
882 -4 -3 1
883 -3 -4 1
884 -3 -5 1
885 -2 -6 -1
886 -1 -7 -2
887 1 -7 -1
888 1 -7 -1
889 2 -8 1
890 2 -8 2
891 3 -8 2
892 4 -8 1
893 4 -9 1
894 5 -9 1
895 4 -9 3
896 4 -9 4
897 4 -9 5
898 4 -9 4
899 5 -9 3
900 5 -9 2
901 5 -10 2
902 6 -9 2
903 7 -8 2
904 8 -7 2
905 8 -7 3
906 7 -7 5
907 7 -7 6
908 8 -6 5
909 10 -4 3
910 9 -4 2
911 8 -4 1
912 8 -3 2
913 7 -3 3
914 5 -3 3
915 3 -2 3
916 2 -1 3
917 -2 1 3
918 -4 3 1
919 -4 1 -3
920 -9 -2 -3
921 -8 -2 -1
922 -8 -2 1
923 -10 -3 3
924 -11 -3 4
925 -12 -3 7
926 -11 -4 7
927 -11 -3 9
928 -11 -2 11
929 -10 -2 11
930 -10 -1 12
931 -11 -2 13
932 -11 -3 12
933 -9 -1 12
934 -9 -1 13
935 -8 -1 13
936 -7 0 13
937 -6 0 13
938 -6 0 13
939 -7 1 13
940 -5 1 13
941 -3 1 13
942 -4 1 14
943 -3 0 13
944 -2 1 12
945 -2 1 12
946 -2 1 12
947 -1 1 12
948 0 1 11
949 -1 1 11
950 -3 -1 11
951 -1 -1 11
952 -2 -1 11
953 -4 -3 11
954 -3 -3 14
955 -2 -3 16
956 -3 -3 16
957 -2 0 14
958 -1 2 13
959 -3 1 11
960 -6 -1 11
961 -6 -2 11
962 -5 -1 11
963 -4 -1 11
964 -3 -1 10
965 -3 -2 8
966 -4 -3 6
967 -4 -1 5
968 -4 2 7
969 -3 4 11
970 -3 3 10
971 -5 0 6
972 -5 1 8
973 -3 2 9
974 -2 1 7
975 -4 -1 6
976 -4 -1 8
977 -1 3 9
978 -1 3 10
979 -2 2 10
980 -3 2 11
981 -4 1 9
982 -3 1 7
983 -4 -1 7
984 -3 1 9
985 -2 1 9
986 -3 1 9
987 -3 1 9
988 -2 1 9
989 -3 1 9
990 -3 1 9
991 -4 1 10
992 -4 1 10
993 -4 0 10
994 -4 0 9
995 -4 -1 10
996 -4 -1 10
997 -3 -1 11
998 -3 -1 11
999 -2 -1 9
1000 -1 -1 9
1001 -1 0 9
1002 -1 0 9
1003 -1 1 10
1004 -1 1 11
1005 1 1 10
1006 1 1 9
1007 1 1 7
1008 1 1 9
1009 -1 1 11
1010 -2 -1 11
1011 -3 -1 11
1012 -2 -1 11
1013 -2 0 10
1014 -1 1 11
1015 -2 1 11
1016 -2 1 11
1017 -2 1 11
1018 -3 1 10
1019 -3 0 9
1020 -2 0 8
1021 -2 1 9
1022 -2 1 10
1023 -2 1 11
1024 -3 -1 11
1025 -3 1 12
1026 -4 1 12
1027 -4 1 13
1028 -4 1 13
1029 -4 0 12
1030 -4 1 12
1031 -4 -1 12
1032 -4 -1 11
1033 -3 0 11
1034 -3 -1 10
1035 -2 -1 9
1036 -2 -1 8
1037 -2 -1 7
1038 -2 -2 6
1039 -2 -2 5
1040 -2 -2 4
1041 -3 -3 4
1042 -3 -3 5
1043 -3 -3 6
1044 -3 -3 6
1045 -3 -3 6
1046 -3 -3 7
1047 -3 -2 8
1048 -3 -2 8
1049 -2 -1 9
1050 -2 -1 10
1051 -3 0 10
1052 -3 0 11
1053 -4 1 12
1054 -4 1 12
1055 -4 1 12
1056 -5 1 13
1057 -6 1 13
1058 -5 1 12
1059 -5 1 12
1060 -6 1 12
1061 -6 0 12
1062 -5 1 12
1063 -4 1 11
1064 -5 1 11
1065 -5 0 11
1066 -4 0 10
1067 -3 -1 9
1068 -3 -1 8
1069 -2 -1 7
1070 -2 -1 7
1071 -1 -1 6
1072 -1 -1 6
1073 -2 -2 6
1074 -2 -2 5
1075 -1 -2 5
1076 -2 -2 5
1077 -2 -2 6
1078 -2 -1 7
1079 -3 -1 8
1080 -3 -1 8
1081 -3 1 8
1082 -3 1 9
1083 -3 1 10
1084 -4 2 11
1085 -5 2 11
1086 -5 1 11
1087 -6 2 12
1088 -7 2 12
1089 -7 2 13
1090 -7 2 12
1091 -6 2 11
1092 -5 2 11
1093 -5 2 10
1094 -4 2 10
1095 -4 2 9
1096 -4 2 9
1097 -4 2 9
1098 -3 2 9
1099 -4 2 9
1100 -4 2 9
1101 -4 2 9
1102 -4 2 9
1103 -4 2 9
1104 -5 2 10
1105 -5 2 10
1106 -5 2 10
1107 -5 2 10
1108 -4 2 9
1109 -4 2 9
1110 -4 2 9
1111 -4 2 9
1112 -4 2 9
1113 -4 2 9
1114 -4 2 9
1115 -4 2 9
1116 -3 3 9
1117 -3 2 10
1118 -4 3 11
1119 -4 2 11
1120 -3 2 11
1121 -2 2 10
1122 -2 2 10
1123 -2 2 9
1124 -1 3 9
1125 -1 3 9
1126 -2 2 9
1127 -2 2 9
1128 -2 1 10
1129 -4 1 11
1130 -3 2 12
1131 -2 3 12
1132 -1 3 11
1133 1 3 11
1134 1 2 10
1135 2 2 10
1136 3 2 9
1137 3 2 8
1138 2 2 9
1139 2 3 10
1140 1 3 10
1141 -2 3 10
1142 -2 2 10
1143 -2 2 10
1144 -2 2 10
1145 -3 2 9
1146 -3 2 9
1147 -2 2 9
1148 -2 3 9
1149 -1 3 10
1150 -1 4 11
1151 -1 5 11
1152 -2 6 11
1153 -1 7 12
1154 1 7 11
1155 0 7 10
1156 -2 7 10
1157 -2 7 11
1158 -1 7 9
1159 0 6 8
1160 -1 6 7
1161 -1 5 7
1162 -1 5 8
1163 -1 5 9
1164 -1 5 10
1165 -1 5 11
1166 -1 5 11
1167 -1 5 10
1168 1 4 8
1169 1 4 8
1170 1 4 8
1171 0 4 7
1172 -1 3 7
1173 -1 3 8
1174 -2 2 8
1175 -3 2 8
1176 -4 2 8
1177 -4 2 9
1178 -4 1 11
1179 -3 2 12
1180 -1 3 12
1181 -1 2 12
1182 -2 1 12
1183 -3 0 12
1184 -4 0 12
1185 -5 0 11
1186 -6 0 11
1187 -7 1 11
1188 -6 1 11
1189 -6 2 10
1190 -6 4 11
1191 -5 5 11
1192 -6 5 11
1193 -7 4 10
1194 -6 4 9
1195 -6 3 8
1196 -6 3 8
1197 -6 2 8
1198 -5 3 8
1199 -4 3 9
1200 -4 4 9
1201 -4 4 8
1202 -4 4 8
1203 -4 5 8
1204 -4 5 8
1205 -5 5 7
1206 -4 5 7
1207 -4 6 6
1208 -6 7 6
1209 -7 6 7
1210 -7 5 7
1211 -7 6 7
1212 -6 6 7
1213 -5 7 7
1214 -5 7 7
1215 -5 7 6
1216 -5 8 6
1217 -5 8 6
1218 -5 8 6
1219 -5 8 6
1220 -5 8 6
1221 -6 7 6
1222 -7 6 6
1223 -7 5 6
1224 -7 5 7
1225 -8 5 7
1226 -8 5 7
1227 -8 5 8
1228 -7 5 7
1229 -7 4 7
1230 -7 4 7
1231 -7 4 7
1232 -6 5 8
1233 -6 5 8
1234 -5 6 8
1235 -5 6 8
1236 -5 6 8
1237 -5 5 8
1238 -5 5 7
1239 -5 5 7
1240 -5 4 7
1241 -5 4 7
1242 -5 4 7
1243 -6 5 8
1244 -6 5 8
1245 -6 5 8
1246 -6 5 8
1247 -5 5 8
1248 -5 5 8
1249 -5 5 8
1250 -5 5 8
1251 -5 5 9
1252 -5 5 9
1253 -6 5 9
1254 -5 5 9
1255 -5 5 8
1256 -5 5 9
1257 -5 4 8
1258 -4 4 8
1259 -4 3 9
1260 -4 3 10
1261 -3 4 10
1262 -3 4 10
1263 -3 4 11
1264 -4 3 11
1265 -4 3 10
1266 -3 3 10
1267 -3 2 9
1268 -3 2 9
1269 -2 2 9
1270 -2 2 9
1271 -3 2 9
1272 -2 2 10
1273 -2 2 11
1274 -1 2 11
1275 -2 2 11
1276 -2 1 11
1277 -2 1 10
1278 -2 1 8
1279 -2 1 9
1280 -2 1 11
1281 -2 2 11
1282 -2 2 11
1283 -2 1 11
1284 -2 0 11
1285 -2 -1 11
1286 -2 -1 10
1287 -2 -1 10
1288 -3 -1 9
1289 -3 -2 9
1290 -3 -2 10
1291 -3 -1 10
1292 -3 -1 11
1293 -3 -1 11
1294 -2 -1 11
1295 -2 -1 10
1296 -2 -1 10
1297 -2 -1 10
1298 -2 -1 11
1299 -2 -1 11
1300 -3 -1 10
1301 -5 -1 11
1302 -6 -1 11
1303 -5 -1 11
1304 -5 1 11
1305 -4 1 10
1306 -4 1 9
1307 -3 -1 8
1308 -3 -1 8
1309 -3 -1 8
1310 -3 -1 8
1311 -4 -1 9
1312 -4 -2 9
1313 -4 -2 9
1314 -5 -1 9
1315 -5 -2 9
1316 -5 -2 9
1317 -5 -2 9
1318 -5 -2 10
1319 -4 -3 10
1320 -4 -3 10
1321 -3 -2 10
1322 -3 -2 10
1323 -3 -2 11
1324 -3 -2 11
1325 -3 -1 11
1326 -4 -1 11
1327 -4 1 11
1328 -4 3 12
1329 -5 4 13
1330 -5 4 13
1331 -4 5 12
1332 -2 5 11
1333 -2 4 9
1334 -3 3 9
1335 -4 3 9
1336 -3 3 10
1337 -3 4 10
1338 -4 3 10
1339 -4 3 10
1340 -5 2 10
1341 -5 2 10
1342 -5 2 8
1343 -5 2 8
1344 -5 2 7
1345 -5 2 7
1346 -5 2 8
1347 -5 3 8
1348 -4 4 8
1349 -5 3 8
1350 -5 3 8
1351 -5 3 8
1352 -5 2 8
1353 -5 2 8
1354 -5 2 8
1355 -6 1 9
1356 -6 1 10
1357 -5 2 10
1358 -5 2 10
1359 -5 1 11
1360 -5 1 11
1361 -5 1 11
1362 -5 1 11
1363 -5 1 11
1364 -4 1 11
1365 -5 0 11
1366 -4 1 11
1367 -3 2 10
1368 -3 2 10
1369 -3 2 10
1370 -3 3 10
1371 -3 3 10
1372 -3 3 9
1373 -4 3 9
1374 -5 2 8
1375 -5 1 8
1376 -5 1 8
1377 -5 0 7
1378 -6 0 8
1379 -6 -1 8
1380 -6 -1 8
1381 -5 0 8
1382 -5 0 8
1383 -5 0 9
1384 -5 0 9
1385 -6 -1 9
1386 -6 -1 9
1387 -5 0 9
1388 -5 0 9
1389 -5 -1 10
1390 -5 1 10
1391 -5 0 10
1392 -5 -1 9
1393 -4 0 10
1394 -4 0 10
1395 -4 0 10
1396 -3 1 10
1397 -3 1 10
1398 -2 1 10
1399 -2 1 10
1400 -2 1 10
1401 -2 1 10
1402 -2 1 10
1403 -2 1 10
1404 -2 1 10
1405 -3 1 10
1406 -3 1 10
1407 -3 1 10
1408 -3 1 10
1409 -3 1 10
1410 -3 1 10
1411 -3 1 10
1412 -3 1 10
1413 -4 1 11
1414 -4 1 10
1415 -3 1 9
1416 -4 1 10
1417 -5 1 10
1418 -5 1 10
1419 -5 1 11
1420 -4 1 11
1421 -4 2 12
1422 -3 1 12
1423 -2 2 12
1424 -2 1 12
1425 -2 1 12
1426 -2 1 11
1427 -2 1 11
1428 -2 0 11
1429 -2 -1 11
1430 -1 0 10
1431 0 -1 9
1432 -1 -1 9
1433 -2 -1 8
1434 -2 -1 8
1435 -2 -2 7
1436 -2 -2 6
1437 -2 -2 6
1438 -3 -2 6
1439 -4 -3 6
1440 -5 -3 7
1441 -4 -2 6
1442 -5 -3 6
1443 -7 -3 7
1444 -7 -3 7
1445 -8 -3 8
1446 -7 -2 9
1447 -6 -2 9
1448 -6 -1 10
1449 -5 -1 10
1450 -5 -1 11
1451 -6 -1 11
1452 -6 -1 11
1453 -6 1 12
1454 -5 1 12
