t x y z
0 1 -3 11
1 1 -3 11
2 2 -3 10
3 1 -3 10
4 1 -3 10
5 2 -3 10
6 1 -3 10
7 1 -3 10
8 1 -3 10
9 1 -3 9
10 1 -3 10
11 1 -3 10
12 1 -3 10
13 1 -3 10
14 1 -3 10
15 2 -3 10
16 1 -3 10
17 1 -3 10
18 2 -3 10
19 2 -3 10
20 1 -3 10
21 1 -3 10
22 1 -3 10
23 1 -3 10
24 1 -2 10
25 1 -3 10
26 1 -2 10
27 1 -2 10
28 2 -2 10
29 1 -2 10
30 2 -2 10
31 1 -2 10
32 1 -2 9
33 1 -2 9
34 1 -2 10
35 2 -2 9
36 1 -3 9
37 1 -3 10
38 -1 -3 10
39 1 -2 10
40 2 -2 10
41 2 -3 10
42 1 -2 11
43 2 -2 10
44 2 -2 9
45 3 -2 8
46 3 -1 8
47 2 -2 8
48 2 -3 9
49 3 -2 9
50 3 -1 9
51 2 -2 10
52 2 -2 10
53 2 -2 11
54 1 -2 11
55 1 -2 10
56 2 -2 11
57 1 -3 11
58 -1 -3 11
59 -2 -4 11
60 -2 -4 12
61 -3 -4 11
62 -3 -5 10
63 -3 -5 10
64 -2 -4 10
65 -1 -4 10
66 -1 -4 11
67 0 -4 12
68 1 -3 12
69 1 -3 12
70 0 -3 11
71 1 -2 11
72 -1 -2 11
73 -1 -2 11
74 -1 -2 10
75 1 -1 9
76 0 -1 9
77 -1 -1 10
78 0 -1 10
79 1 -1 10
80 0 -1 10
81 -1 -1 10
82 -1 -2 10
83 -1 -2 10
84 0 -2 10
85 0 -2 11
86 -1 -2 11
87 -1 -2 12
88 -1 -1 12
89 1 -1 11
90 0 0 11
91 -2 0 11
92 -2 -1 11
93 -2 -1 11
94 -1 0 10
95 0 0 8
96 0 -1 8
97 0 -1 9
98 0 -1 10
99 0 -2 10
100 0 -2 11
101 0 -2 11
102 0 -3 11
103 0 -3 11
104 0 -2 11
105 1 -2 10
106 1 -2 10
107 -1 -2 11
108 -1 -2 11
109 -1 -2 11
110 1 -1 11
111 1 -1 11
112 1 -1 12
113 0 -1 12
114 1 -1 11
115 1 -1 10
116 1 -1 10
117 1 -1 10
118 1 -1 10
119 1 -1 10
120 0 -1 9
121 0 -1 9
122 0 -1 8
123 -1 -1 9
124 -1 -2 9
125 -1 -2 9
126 0 -2 9
127 -1 -2 9
128 -2 -3 9
129 -1 -3 10
130 -1 -3 11
131 -2 -3 11
132 -1 -3 11
133 1 -3 11
134 1 -2 11
135 2 -1 12
136 3 1 12
137 2 2 12
138 1 2 12
139 3 2 12
140 3 3 11
141 2 2 10
142 1 1 11
143 1 1 10
144 1 1 10
145 1 0 9
146 1 -1 8
147 1 -1 9
148 1 -1 9
149 1 -2 9
150 1 -2 10
151 0 -2 11
152 -1 -2 11
153 -1 -2 11
154 -1 -2 11
155 -1 -2 11
156 0 -2 10
157 -1 -2 11
158 -1 -1 12
159 1 -1 11
160 1 -1 11
161 1 -1 11
162 1 -2 11
163 1 -2 11
164 1 -2 10
165 1 -2 10
166 1 -2 10
167 1 -2 10
168 -1 -2 10
169 -1 -2 10
170 0 -1 10
171 0 -2 10
172 -1 -2 10
173 -1 -2 11
174 -1 -2 11
175 0 -3 11
176 -1 -3 10
177 -1 -3 11
178 1 -3 12
179 2 -1 12
180 2 -1 12
181 1 -2 12
182 1 -2 11
183 1 -1 11
184 1 -2 10
185 1 -2 10
186 1 -2 9
187 1 -2 9
188 1 -2 9
189 -1 -3 8
190 -1 -3 8
191 1 -1 9
192 2 0 11
193 2 -1 10
194 -2 -2 8
195 -1 -1 9
196 2 1 8
197 2 1 8
198 2 1 10
199 1 0 10
200 2 1 11
201 3 1 11
202 1 -1 10
203 0 -1 11
204 0 -1 10
205 -1 -1 9
206 0 -1 11
207 2 0 11
208 2 -1 11
209 2 -1 11
210 3 0 11
211 3 -1 11
212 2 -1 12
213 2 0 12
214 2 0 12
215 -1 -1 12
216 -1 -1 12
217 -1 -1 12
218 -2 -1 12
219 -3 -2 12
220 -4 -2 11
221 -4 -2 11
222 -4 -2 11
223 -4 -2 10
224 -4 -2 10
225 -4 -3 9
226 -4 -3 9
227 -4 -3 8
228 -3 -3 8
229 -2 -2 7
230 -1 -2 7
231 -1 -3 7
232 -1 -3 7
233 1 -2 6
234 2 -2 6
235 3 -2 6
236 3 -2 8
237 5 -2 8
238 5 -2 8
239 5 -2 9
240 5 -2 9
241 4 -2 9
242 4 -2 10
243 4 -1 11
244 4 -1 11
245 4 -1 11
246 3 -1 11
247 2 -1 12
248 2 -1 12
249 2 -1 12
250 1 -1 12
251 -1 -1 12
252 -2 -1 11
253 -3 -2 11
254 -3 -2 11
255 -3 -2 10
256 -4 -3 10
257 -3 -2 10
258 -2 -2 10
259 -1 -1 10
260 0 -1 11
261 1 -1 11
262 1 -1 11
263 -1 -2 11
264 1 -1 11
265 2 -1 10
266 1 -1 11
267 1 -1 11
268 1 -1 10
269 1 -2 10
270 1 -1 10
271 1 -1 10
272 1 -1 10
273 1 -1 11
274 1 -1 11
275 1 -1 10
276 1 -1 10
277 1 -1 10
278 1 -1 10
279 1 -1 11
280 1 -1 10
281 1 -1 10
282 1 -1 11
283 1 -1 10
284 1 -1 10
285 0 -1 11
286 1 -1 11
287 1 -1 11
288 1 -1 10
289 1 -1 11
290 -1 -2 11
291 -1 -2 11
292 -1 -2 12
293 -1 -2 12
294 -1 -2 12
295 -1 -2 12
296 -1 -2 11
297 0 -2 11
298 1 -2 11
299 1 -2 10
300 1 -2 9
301 1 -2 9
302 2 -1 8
303 3 0 7
304 3 -1 8
305 3 -1 8
306 2 -2 8
307 2 -2 9
308 2 -2 9
309 2 -2 9
310 2 -2 9
311 2 -1 10
312 2 -1 9
313 1 -2 8
314 1 -3 7
315 -1 -3 7
