t x y z
224 -1 2 8
225 -2 2 9
226 1 3 11
227 -1 2 11
228 -2 1 10
229 -3 1 10
230 -2 3 10
231 -2 3 10
232 -2 3 10
233 -2 4 11
234 -1 4 11
235 1 4 11
236 -1 3 9
237 -3 1 9
238 -2 2 10
239 -1 2 9
240 -2 1 9
241 -3 -2 9
242 -2 -1 10
243 -2 1 9
244 -2 0 9
245 -1 1 9
246 1 2 8
247 3 2 8
248 4 3 9
249 4 4 11
250 3 4 12
251 2 5 13
252 2 5 13
253 -1 5 13
254 -3 5 13
255 -5 5 13
256 -6 5 13
257 -6 6 13
258 -6 6 12
259 -7 6 12
260 -8 5 11
261 -7 5 11
262 -8 5 10
263 -8 4 9
264 -9 3 8
265 -8 2 7
266 -8 2 6
267 -8 1 6
268 -7 1 5
269 -6 -1 4
270 -6 -1 4
271 -6 -2 4
272 -5 -2 3
273 -4 -2 3
274 -3 -2 4
275 -2 -3 4
276 -2 -2 4
277 1 -2 4
278 3 -1 4
279 3 -1 3
280 6 -1 4
281 8 -1 4
282 8 -1 5
283 8 -1 7
284 9 0 8
285 9 1 9
286 8 1 10
287 6 1 11
288 5 1 11
289 5 3 11
290 3 4 12
291 -1 3 13
292 -2 4 13
293 -3 4 13
294 -5 4 13
295 -4 4 13
296 -5 5 13
297 -5 4 12
298 -5 4 12
299 -5 4 12
300 -5 4 12
301 -4 4 11
302 -3 4 11
303 -2 4 11
304 -2 4 11
305 -1 4 10
306 0 4 10
307 0 3 9
308 1 3 9
309 1 3 9
310 1 3 9
311 1 3 9
312 2 3 10
313 1 3 10
314 1 3 9
315 1 2 9
316 2 3 10
317 1 3 10
318 1 3 10
319 1 3 10
320 0 2 11
321 -1 3 11
322 0 3 11
323 1 3 11
324 1 4 11
325 0 3 11
326 1 3 11
327 1 3 11
328 1 3 10
329 1 3 10
330 1 3 10
331 1 3 9
332 1 3 9
333 1 3 9
334 1 3 9
335 1 3 9
336 1 3 8
337 1 3 8
338 1 3 8
339 1 3 7
340 1 3 8
341 1 3 8
342 1 3 7
343 2 2 6
344 1 2 7
345 1 3 9
346 1 5 11
347 1 6 11
348 1 6 11
349 1 5 11
350 1 5 10
351 0 4 8
352 1 4 9
353 1 4 9
354 1 4 8
355 2 5 9
356 2 5 10
357 1 5 11
358 1 5 11
359 2 6 11
360 3 6 10
361 3 5 11
362 3 5 10
363 3 3 11
364 4 3 11
365 5 4 11
366 5 3 11
367 5 2 10
368 5 2 9
369 4 1 10
370 4 1 9
371 3 -1 9
372 3 -2 10
373 2 -1 11
374 2 -1 11
375 3 -1 10
376 3 0 11
377 3 1 11
378 2 1 11
379 2 1 11
380 2 0 10
381 1 -1 11
382 2 -3 11
383 2 -3 10
384 2 -3 10
385 2 -3 11
386 2 -3 11
387 1 -3 11
388 1 -4 12
389 2 -3 12
390 2 -3 12
391 3 -3 12
392 2 -2 12
393 1 1 13
394 1 2 13
395 1 3 13
396 1 3 13
397 1 3 12
398 1 3 11
399 1 3 12
400 2 4 12
401 2 4 11
402 2 3 12
403 2 3 12
404 3 3 11
405 3 3 9
406 2 3 10
407 2 2 9
408 1 2 8
409 1 2 10
410 1 3 10
411 2 3 8
412 2 2 8
413 1 3 9
414 -1 2 9
415 -1 2 7
416 1 3 9
417 1 2 8
418 -1 -1 7
419 -1 -1 7
420 1 0 8
421 1 1 9
422 2 1 10
423 3 2 11
424 2 1 9
425 0 -2 10
426 -1 -2 10
427 2 -1 9
428 2 1 9
429 2 0 9
430 2 -1 9
431 1 -2 9
432 1 -2 10
433 2 -1 10
434 1 -2 10
435 0 -2 10
436 0 -2 9
437 2 -1 9
438 3 -2 9
439 3 -2 10
440 5 -1 9
441 6 -1 10
442 6 -1 10
443 6 -1 11
444 6 1 11
445 6 2 10
446 4 1 10
447 2 1 11
448 1 1 10
449 -1 1 10
450 -3 -1 10
451 -4 -2 10
452 -6 -3 10
453 -6 -3 10
454 -7 -3 10
455 -7 -4 9
456 -7 -4 9
457 -7 -4 8
458 -8 -4 8
459 -7 -4 6
460 -6 -3 5
461 -6 -2 5
462 -6 -2 5
463 -6 -2 6
464 -6 -2 6
465 -6 -2 6
466 -6 -2 6
467 -6 -1 7
468 -5 0 7
469 -4 1 7
470 -3 2 8
471 -1 3 10
472 1 3 11
473 2 2 11
474 2 4 11
475 2 3 12
476 1 4 12
477 1 6 13
478 -1 6 13
479 -2 5 13
480 -2 5 12
481 -1 6 13
482 1 7 12
483 1 5 12
484 3 5 12
485 4 6 11
486 4 6 11
487 3 5 11
488 2 4 10
489 1 5 9
490 -2 6 10
491 -4 6 9
492 -6 5 9
493 -7 5 8
494 -8 4 8
495 -10 3 8
496 -9 3 8
497 -9 2 7
498 -9 2 8
499 -8 2 8
500 -7 3 9
501 -6 3 9
502 -4 4 9
503 -3 5 8
504 -3 5 8
505 -2 5 8
506 -2 4 8
507 -2 4 8
508 -1 3 9
509 -1 3 9
510 1 3 10
511 2 4 11
512 3 4 11
513 2 3 11
514 3 4 11
515 5 5 10
516 5 5 10
517 4 5 11
518 3 6 12
519 3 6 12
520 3 6 11
521 2 5 9
522 2 5 9
523 1 6 10
524 1 5 10
525 1 5 9
526 1 5 9
527 1 5 9
528 2 5 9
529 2 5 9
530 1 5 8
531 1 5 9
532 2 5 9
533 2 5 9
534 2 5 9
535 2 5 9
536 2 5 9
537 2 5 9
538 2 5 9
539 2 5 9
540 2 6 10
541 3 6 10
542 3 6 9
543 3 6 8
544 3 6 9
545 3 6 9
546 3 6 8
547 3 5 8
548 3 6 7
549 3 7 8
550 4 8 9
551 4 9 10
552 4 9 10
553 3 7 9
554 3 6 10
555 4 6 11
556 5 7 10
557 5 7 9
558 5 7 9
559 5 8 10
560 6 10 9
561 5 10 9
562 3 10 10
563 2 8 7
564 -1 6 5
565 -1 5 6
566 1 6 9
567 1 5 10
568 1 5 8
569 1 4 7
570 -1 2 8
571 0 2 10
572 3 3 11
573 5 2 9
574 6 2 8
575 7 2 9
576 7 3 9
577 7 3 8
578 6 1 8
579 5 1 9
580 5 2 11
581 5 2 11
582 5 1 9
583 5 0 8
584 5 0 8
585 5 1 9
586 5 2 9
587 5 3 8
588 4 4 7
589 4 4 8
590 3 4 11
591 5 6 11
592 7 7 10
593 5 6 9
594 3 5 10
595 2 4 9
596 2 4 9
597 2 4 9
598 2 3 9
599 3 3 9
600 3 4 9
601 3 5 10
602 3 6 11
603 4 5 10
604 3 4 8
605 4 3 9
606 5 5 10
607 5 5 11
608 5 5 12
609 6 7 12
610 5 6 11
611 3 3 9
612 0 2 9
613 0 2 9
614 1 3 9
615 0 2 8
616 1 3 8
617 1 4 8
618 -1 3 8
619 0 5 9
620 2 7 10
621 1 5 10
622 -2 4 8
623 -1 4 8
624 -1 5 9
625 -1 5 9
626 -1 5 10
627 1 6 11
628 1 5 10
629 -1 4 9
630 -1 4 10
631 1 5 10
632 1 4 10
633 1 5 11
634 2 5 11
635 1 5 11
636 -1 4 12
637 -1 5 12
638 -2 4 12
639 -3 3 12
640 -4 3 12
641 -5 3 12
642 -6 2 13
643 -6 3 13
644 -4 4 13
645 -2 4 13
646 -2 5 13
647 -3 4 13
648 -2 3 11
649 -1 3 9
650 0 3 7
651 1 3 6
652 2 3 5
653 3 2 3
654 3 1 2
655 2 -2 2
656 1 -3 2
657 2 -2 1
658 -1 -2 1
659 -3 -4 -1
660 -3 -5 -1
661 -3 -3 0
662 -2 -2 2
663 -1 -1 3
664 -2 -2 5
665 -3 -2 7
666 -1 1 9
667 -1 2 11
668 -4 0 11
669 -3 1 12
670 -3 3 13
671 -2 3 13
672 -1 4 13
673 -2 4 14
674 -2 4 14
675 -3 4 13
676 -3 3 13
677 -2 3 13
678 -1 4 12
679 1 4 11
680 2 5 11
681 4 5 11
682 4 5 11
683 4 5 11
684 4 5 11
685 4 6 11
686 2 6 10
687 -2 6 10
688 -5 6 10
689 -7 5 9
690 -8 5 8
691 -9 4 8
692 -8 4 8
693 -9 3 8
694 -9 2 9
695 -8 2 8
696 -8 1 8
697 -7 1 8
698 -7 2 8
699 -7 2 9
700 -6 2 9
701 -4 3 8
702 -2 5 9
703 -2 5 9
704 -3 5 9
705 -3 4 8
706 -2 4 8
707 1 4 8
708 2 4 8
709 2 4 9
710 2 4 10
711 2 3 10
712 2 3 10
713 3 3 11
714 3 4 11
715 2 3 11
716 2 4 11
717 2 5 12
718 -2 5 13
719 -4 5 12
720 -1 5 11
721 2 6 10
722 2 6 9
723 1 6 9
724 1 6 9
725 1 5 9
726 1 5 8
727 -1 4 8
728 -1 4 8
729 -1 4 8
730 -1 5 8
731 -1 5 8
732 -1 5 9
733 -2 5 10
734 -3 5 11
735 -6 5 14
736 -6 7 16
737 -5 9 16
738 -8 9 16
739 -9 9 16
740 -11 9 16
741 -11 10 16
742 -7 11 16
743 -3 11 14
744 -3 9 11
745 -4 6 6
746 -4 7 4
747 -4 8 4
748 -3 9 4
749 -2 8 4
750 0 5 4
751 4 3 4
752 7 2 1
753 9 1 -7
754 7 -2 -8
755 5 -3 -6
756 6 -2 -5
757 6 0 -5
758 6 1 -5
759 7 2 -3
760 7 3 -4
761 4 2 -6
762 2 2 -5
763 4 3 -6
764 7 1 -3
765 6 -1 1
766 1 -3 3
767 -4 -5 2
768 -6 -3 7
769 -7 1 14
770 -10 1 16
771 -9 1 15
772 -10 1 16
773 -11 0 16
774 -8 2 16
775 -7 -1 16
776 -9 -3 13
777 -9 -3 11
778 -8 -2 12
779 -8 -1 12
780 -8 -1 11
781 -7 1 10
782 -7 2 11
783 -6 3 11
784 -5 4 12
785 -5 4 12
786 -4 5 12
787 -3 5 12
788 -3 4 12
789 -3 3 11
790 -2 3 9
791 1 3 10
792 1 3 11
793 0 3 11
794 -1 1 10
795 -1 -1 8
796 -2 -3 8
797 -2 -2 9
798 -2 -1 9
799 -2 -1 10
800 -1 -1 11
801 1 1 11
802 0 -2 11
803 -2 -5 10
804 -4 -7 11
805 -4 -7 11
806 -4 -6 10
807 -2 -4 10
808 -3 -4 12
809 -4 -5 12
810 -4 -5 11
811 -3 -4 11
812 -2 -3 12
813 -3 -3 13
814 -4 -3 13
815 -3 -2 12
816 -4 -1 11
817 -4 -1 11
818 -4 1 10
819 -2 2 9
820 -2 3 9
821 -2 3 8
822 2 8 9
823 4 9 11
824 2 7 13
825 1 5 11
826 2 6 10
827 3 7 10
828 2 4 9
829 -1 3 7
830 1 3 7
831 1 4 8
832 -1 3 7
833 -1 2 7
834 -2 1 6
835 -2 1 6
836 -1 2 6
837 -2 2 7
838 -2 3 8
839 -2 4 6
840 -3 4 5
841 -2 6 6
842 2 8 8
843 1 8 9
844 -2 8 11
845 -2 7 12
846 -1 7 12
847 -3 6 13
848 -4 5 13
849 -4 5 13
850 -3 6 13
851 -4 6 14
852 -4 5 14
853 -2 6 14
854 -2 5 13
855 -2 5 13
856 -3 3 12
857 -3 3 10
858 -2 3 7
859 1 4 5
860 1 4 3
861 0 2 2
862 1 1 -1
863 2 1 -3
864 1 -2 -3
865 -2 -4 -3
866 -3 -4 -3
867 -4 -5 -2
868 -4 -4 -1
869 -2 -1 1
870 -3 -1 3
871 -3 -1 4
872 -2 -1 5
873 -2 -1 6
874 -2 -1 7
875 -3 -1 9
876 -2 2 10
877 2 5 11
878 1 5 12
879 -3 5 13
880 -4 5 14
881 -3 6 14
882 -4 8 16
883 -4 8 16
884 -4 8 16
885 -5 6 15
886 -5 6 14
887 -5 6 14
888 -6 6 13
889 -7 6 13
890 -7 6 13
891 -6 6 13
892 -5 6 13
893 -4 5 12
894 -2 4 11
895 -1 5 10
896 1 5 9
897 2 4 8
898 3 3 6
899 2 2 5
900 3 1 4
901 3 1 3
902 3 -1 2
903 2 -2 2
904 -1 -3 2
905 -1 -3 2
906 1 -2 -1
907 1 -2 -2
908 1 -1 -2
909 1 -1 -1
910 -1 0 -1
911 1 1 -1
912 1 0 1
913 -2 -1 3
914 -4 1 5
915 -2 4 8
916 -1 7 12
917 -3 7 13
918 -3 10 14
919 -5 10 16
920 -6 10 16
921 -4 10 16
922 -4 9 15
923 -6 8 14
924 -4 7 13
925 -2 7 11
926 1 7 10
927 1 6 9
928 1 6 8
929 2 6 8
930 2 6 8
931 1 5 7
932 1 5 6
933 0 5 6
934 -1 6 8
935 -2 6 8
936 -2 7 9
937 -3 7 9
938 -4 7 10
939 -3 8 10
940 -6 6 10
941 -11 4 11
942 -9 5 10
943 -2 6 8
944 1 7 7
945 1 7 8
946 0 6 9
947 1 6 10
948 2 6 10
949 3 6 10
950 4 6 10
951 4 6 10
952 5 6 9
953 4 6 9
954 3 6 8
955 3 8 9
956 2 9 10
957 1 9 10
958 1 8 10
959 -1 7 9
960 -1 6 8
961 0 5 7
962 -1 4 7
963 0 4 7
964 0 4 7
965 -1 4 7
966 -1 5 8
967 -2 5 10
968 -2 5 10
969 -2 5 9
970 -3 5 10
971 -3 5 10
972 -3 6 10
973 -3 5 9
974 -2 5 9
975 -1 4 8
976 -1 4 7
977 -1 3 7
978 -1 3 8
979 -1 3 9
980 -1 4 10
981 -1 4 11
982 -1 4 11
983 0 5 11
984 1 5 11
985 1 5 11
986 1 7 11
987 1 8 12
988 2 8 12
989 2 8 11
990 1 8 9
991 1 9 10
992 0 8 10
993 0 7 8
994 -1 6 5
995 -1 5 4
996 -1 5 4
997 -2 4 5
998 -2 4 6
999 -2 4 6
1000 -2 4 6
1001 -2 4 7
1002 -2 5 8
1003 -2 5 10
1004 -2 6 11
1005 -2 7 11
1006 -1 8 12
1007 -1 9 13
1008 -2 9 13
1009 -4 8 12
1010 -4 7 9
1011 -4 5 6
1012 -3 5 5
1013 -2 4 4
1014 -2 4 4
1015 -2 4 5
1016 -1 4 6
1017 -1 5 7
1018 -1 5 8
1019 -1 5 9
1020 -2 5 9
1021 -2 6 10
1022 -2 7 11
1023 -1 7 11
1024 -2 7 9
1025 -3 7 8
1026 -2 8 10
1027 -1 8 11
1028 1 8 10
1029 1 7 9
1030 1 6 8
1031 1 5 7
1032 0 4 6
1033 0 4 7
1034 0 4 7
1035 0 4 7
1036 1 4 7
1037 1 4 6
1038 1 4 5
1039 1 3 5
1040 2 3 5
1041 4 4 6
1042 5 4 9
1043 4 4 11
1044 4 4 11
1045 4 3 11
1046 4 2 11
1047 3 3 12
1048 2 4 12
1049 2 4 13
1050 2 3 12
1051 1 2 12
1052 1 2 12
1053 2 1 12
1054 2 1 13
1055 2 -1 13
1056 3 -2 12
1057 3 -3 12
1058 2 -3 12
1059 2 -2 13
1060 1 1 12
1061 1 2 11
1062 1 2 10
1063 -2 3 9
1064 -3 2 7
1065 -3 2 6
1066 -3 1 5
1067 -3 0 5
1068 -4 -1 7
1069 -5 -1 9
1070 -5 -1 9
1071 -5 -1 9
1072 -5 -1 10
1073 -6 -1 11
1074 -7 -1 10
1075 -8 -2 9
1076 -7 -3 8
1077 -6 -3 8
1078 -5 -3 9
1079 -3 -2 10
1080 -2 -2 11
1081 -1 -1 11
1082 -1 -1 11
1083 -2 -1 11
1084 -2 -1 11
1085 -2 -1 10
1086 -3 -1 10
1087 -4 -1 10
1088 -4 -1 10
1089 -4 -2 10
1090 -4 -2 10
1091 -4 -2 10
1092 -4 -3 10
1093 -3 -2 10
1094 -3 -2 11
1095 -2 -3 11
1096 -2 -3 11
1097 -2 -3 10
1098 -2 -3 11
1099 -2 -3 11
1100 -2 -3 10
1101 -2 -3 9
1102 -3 -3 9
1103 -3 -3 9
1104 -3 -4 9
1105 -3 -4 9
1106 -3 -4 9
1107 -3 -4 9
1108 -3 -3 10
1109 -3 -2 10
1110 -3 -2 9
1111 -3 -3 9
1112 -3 -4 8
1113 -3 -4 8
1114 -2 -4 9
1115 -2 -4 10
1116 -2 -4 10
1117 -2 -4 10
1118 -1 -4 10
1119 -2 -4 11
1120 -2 -4 11
1121 -2 -4 11
1122 -1 -3 10
1123 -1 -3 9
1124 -1 -4 9
1125 -1 -4 9
1126 -1 -3 10
1127 1 -3 10
1128 1 -3 10
1129 1 -3 10
1130 1 -3 10
1131 1 -2 10
1132 1 -3 10
1133 1 -2 9
1134 1 -2 9
1135 1 -2 10
1136 1 -1 10
1137 0 0 11
1138 1 2 12
1139 1 3 12
1140 1 3 12
1141 1 4 12
1142 1 3 12
1143 2 4 12
1144 2 4 13
1145 2 4 12
1146 2 3 11
1147 2 2 11
1148 1 3 11
1149 1 4 12
1150 -1 4 12
1151 -1 5 11
1152 1 6 11
1153 1 6 11
1154 -1 5 10
1155 -1 5 10
1156 -2 5 10
1157 -2 4 9
1158 -1 3 7
1159 -1 2 5
1160 -1 2 5
1161 -1 1 6
1162 -1 1 7
1163 -1 2 7
1164 -1 2 7
1165 -2 1 8
1166 -2 1 8
1167 -1 1 8
1168 0 1 8
1169 -1 1 10
1170 -1 2 11
1171 0 3 12
1172 1 4 12
1173 -1 5 12
1174 -1 5 13
1175 0 5 11
1176 0 4 10
1177 -1 4 10
1178 1 4 10
1179 1 3 10
1180 0 3 10
1181 0 3 10
1182 1 3 10
1183 -1 3 8
1184 -1 2 8
1185 -1 2 9
1186 -1 2 10
1187 -1 2 8
1188 -1 1 6
1189 -2 -1 7
1190 -1 -1 9
1191 2 -1 9
1192 2 -1 8
1193 1 -2 9
1194 2 0 10
1195 4 3 10
1196 4 4 10
1197 4 6 11
1198 5 6 12
1199 4 5 12
1200 3 4 11
1201 2 3 11
1202 3 3 9
1203 3 2 9
1204 2 2 9
1205 2 3 11
1206 3 5 11
1207 2 5 11
1208 2 4 11
1209 1 4 10
1210 1 3 8
1211 1 3 8
1212 1 3 9
1213 3 5 11
1214 5 6 10
1215 5 6 10
1216 6 7 9
1217 6 6 8
1218 5 6 7
1219 3 5 7
1220 4 5 8
1221 5 6 8
1222 5 5 7
1223 4 3 6
1224 3 3 6
1225 3 4 7
1226 4 6 8
1227 5 6 9
1228 5 6 9
1229 2 3 7
1230 3 5 8
1231 4 6 9
1232 2 6 9
1233 1 6 10
1234 1 7 11
1235 1 7 12
1236 1 8 12
1237 1 8 13
1238 3 9 13
1239 4 9 13
1240 5 10 13
1241 5 10 14
1242 6 10 14
1243 6 9 13
1244 7 9 13
1245 8 9 12
1246 9 9 11
1247 9 8 10
1248 9 8 8
1249 8 7 7
1250 8 6 5
1251 7 5 4
1252 5 3 2
1253 4 2 1
1254 3 2 -1
1255 2 1 -2
1256 -1 -1 -2
1257 -2 -1 -2
1258 -4 -1 -1
1259 -5 -1 1
1260 -5 -1 2
1261 -8 -1 3
1262 -9 -1 4
1263 -8 -1 4
1264 -9 0 4
1265 -9 1 4
1266 -10 1 5
1267 -11 2 7
1268 -11 3 10
1269 -11 5 12
1270 -8 8 13
1271 -5 8 13
1272 -5 6 13
1273 -3 7 14
1274 -1 7 14
1275 -1 5 14
1276 1 4 14
1277 1 4 13
1278 1 3 12
1279 1 3 11
1280 1 4 11
1281 1 3 10
1282 1 3 10
1283 1 3 9
1284 -1 4 9
1285 0 4 9
1286 0 4 9
1287 -1 4 9
1288 -3 3 9
1289 -3 3 9
1290 -2 4 10
1291 -2 5 9
1292 -2 5 10
1293 -2 5 9
1294 -2 5 9
1295 -2 5 9
1296 -3 4 10
1297 -3 4 10
1298 -5 3 10
1299 -9 2 12
1300 -9 4 12
1301 -3 5 11
1302 1 6 9
1303 2 6 9
1304 0 6 10
1305 -1 5 9
1306 -1 5 8
1307 -1 5 8
1308 -1 5 9
1309 -1 5 9
1310 -1 5 9
1311 -1 5 8
1312 -1 5 8
1313 -1 5 8
1314 -2 5 8
1315 -2 5 7
1316 -2 5 8
1317 -2 5 8
1318 -1 5 9
1319 1 5 9
1320 1 5 9
1321 2 4 9
1322 1 3 8
1323 1 4 8
1324 1 6 10
1325 2 6 10
1326 2 6 10
1327 2 5 9
1328 2 4 9
1329 2 4 8
1330 2 4 7
1331 2 4 8
1332 3 4 9
1333 2 3 9
1334 2 2 9
1335 3 3 10
1336 2 3 11
1337 1 2 11
1338 1 1 11
1339 2 3 11
1340 2 4 12
1341 0 4 12
1342 -1 3 12
1343 -1 2 11
1344 -2 -1 9
1345 -3 -1 8
1346 -4 -2 9
1347 -5 -2 9
1348 -5 -2 10
1349 -5 -2 11
1350 -5 -2 11
1351 -4 -2 11
1352 -2 -1 11
1353 -3 -1 11
1354 -4 -1 12
1355 -3 1 13
1356 -3 2 11
1357 -4 2 10
1358 -6 2 10
1359 -6 3 10
1360 -5 4 10
1361 -4 6 8
1362 -5 6 8
1363 -7 5 9
1364 -7 4 8
1365 -7 4 6
1366 -6 4 5
1367 -4 6 6
1368 -2 5 4
1369 -4 5 -1
1370 -6 7 3
1371 -8 6 10
1372 -8 6 9
1373 -7 6 4
1374 -7 5 2
1375 -7 5 4
1376 -7 4 5
1377 -8 4 4
1378 -8 3 3
1379 -8 1 2
1380 -9 0 2
1381 -8 1 3
1382 -7 2 4
1383 -7 4 4
1384 -10 4 4
1385 -12 3 3
1386 -11 2 4
1387 -9 4 6
1388 -8 8 5
1389 -11 9 6
1390 -13 5 10
1391 -13 2 11
1392 -11 5 9
1393 -8 8 7
1394 -7 7 8
1395 -10 5 9
1396 -11 4 9
1397 -9 5 9
1398 -7 6 8
1399 -8 5 7
1400 -10 1 7
1401 -11 -2 6
1402 -11 -2 5
1403 -10 -1 6
1404 -10 -1 6
1405 -10 -1 6
1406 -9 -1 5
1407 -8 -2 5
1408 -9 -3 3
1409 -11 -1 -4
1410 -7 4 6
1411 -5 3 12
1412 -5 1 11
1413 -2 3 7
1414 1 6 8
1415 -1 6 9
1416 -4 5 7
1417 -4 4 4
1418 -3 5 4
1419 -3 5 6
1420 -3 5 6
1421 -4 3 5
1422 -5 1 5
1423 -5 1 6
1424 -4 3 9
1425 -5 4 11
1426 -8 2 11
1427 -10 1 11
1428 -8 2 11
1429 -3 5 12
1430 -1 6 13
1431 -4 3 12
1432 -6 -1 11
1433 -4 -2 9
1434 -2 1 11
1435 -2 2 11
1436 -4 0 9
1437 -5 -2 8
1438 -4 -1 8
1439 -4 -1 10
1440 -6 -3 10
1441 -6 -5 11
1442 -4 -5 12
1443 -3 -4 12
1444 -4 -5 12
1445 -4 -5 12
1446 -1 -4 11
1447 0 -2 11
1448 -2 0 12
1449 -3 1 12
1450 -2 0 11
1451 -2 -1 10
1452 -2 -2 11
1453 -2 -2 12
1454 0 -1 11
1455 2 1 10
1456 1 1 11
1457 -2 -1 12
1458 -2 -1 11
1459 0 2 8
1460 1 2 7
1461 -1 1 10
1462 -1 1 9
1463 2 2 7
1464 3 3 7
1465 2 2 10
1466 1 2 11
1467 2 2 9
1468 3 3 8
1469 3 3 10
1470 2 2 10
1471 2 2 9
1472 3 3 10
1473 2 3 11
1474 2 4 11
1475 2 5 10
1476 2 4 10
1477 -2 3 11
1478 -2 4 12
1479 1 4 11
1480 -1 2 11
1481 -2 2 10
1482 -2 2 11
1483 -1 1 11
1484 -1 1 10
1485 -1 1 9
1486 1 2 9
1487 -1 1 7
1488 -2 1 7
1489 1 2 7
1490 2 2 7
1491 0 2 8
1492 -3 1 10
1493 -3 1 10
1494 -1 1 8
1495 -1 -1 8
1496 -1 -1 8
1497 -1 -1 8
1498 -1 -2 9
1499 -1 -3 9
1500 1 -2 10
1501 2 -1 11
1502 2 0 11
1503 1 0 11
1504 1 0 11
1505 1 1 11
1506 1 1 11
1507 -1 -1 11
1508 -2 -1 11
1509 -2 -1 10
1510 -2 -1 11
1511 -3 -1 11
1512 -3 -1 11
1513 -2 -1 10
1514 -2 -1 10
1515 -3 -1 10
1516 -4 -2 9
1517 -5 -2 9
1518 -5 -2 10
1519 -5 -2 10
1520 -5 -1 9
1521 -5 -2 10
1522 -6 -2 11
1523 -5 -1 11
1524 -5 -1 11
1525 -6 -1 11
1526 -6 -2 11
1527 -4 -1 11
1528 -3 1 10
1529 -2 1 10
1530 -1 2 11
1531 1 2 11
1532 3 2 10
1533 5 2 10
1534 5 2 10
1535 6 1 10
1536 6 1 10
1537 6 1 9
1538 5 -1 9
1539 5 -1 8
1540 5 -2 7
1541 5 -2 6
