t x y z
0 -5 -1 10
1 -5 -1 10
2 -5 -1 10
3 -5 -1 10
4 -5 -1 10
5 -5 -1 10
6 -5 -1 10
7 -5 -1 10
8 -5 0 10
9 -5 0 10
10 -4 0 10
11 -5 0 10
12 -5 0 10
13 -5 0 10
14 -5 0 10
15 -5 0 10
16 -5 0 10
17 -4 0 10
18 -5 0 10
19 -5 0 10
20 -4 1 9
21 -4 1 9
22 -4 1 9
23 -4 1 9
24 -4 1 8
25 -4 1 8
26 -4 1 8
27 -4 1 8
28 -4 2 8
29 -3 2 8
30 -4 2 8
31 -4 2 7
32 -3 2 7
33 -3 3 7
34 -3 4 7
35 -4 4 7
36 -5 4 7
37 -5 4 7
38 -5 4 7
39 -5 5 8
40 -6 4 8
41 -6 5 9
42 -6 5 9
43 -6 5 10
44 -6 5 11
45 -5 6 11
46 -4 6 11
47 -4 7 11
48 -3 7 10
49 -3 7 9
50 -4 8 9
51 -4 9 9
52 -4 10 8
53 -4 10 8
54 -5 10 9
55 -5 10 10
56 -6 9 10
57 -7 7 10
58 -7 7 10
59 -6 7 10
60 -6 8 9
61 -5 8 9
62 -5 8 8
63 -5 9 8
64 -6 10 7
65 -6 10 7
66 -5 9 7
67 -5 9 6
68 -4 9 5
69 -4 9 5
70 -4 10 5
71 -4 10 5
72 -3 10 5
73 -3 10 5
74 -2 9 5
75 -2 9 4
76 -2 9 4
77 -2 8 4
78 -2 8 4
79 -3 8 4
80 -3 8 4
81 -3 8 5
82 -4 9 5
83 -5 10 5
84 -5 10 5
85 -4 10 6
86 -4 11 5
87 -5 11 6
88 -6 11 6
89 -6 10 7
90 -5 8 7
91 -4 7 6
92 -3 7 5
93 -4 7 4
94 -5 8 4
95 -6 8 4
96 -7 9 4
97 -7 9 5
98 -6 9 6
99 -6 9 6
100 -5 9 6
101 -6 8 6
102 -5 8 6
103 -5 7 6
104 -5 6 6
105 -5 6 5
106 -5 5 5
107 -5 4 5
108 -5 4 6
109 -5 4 7
110 -5 5 8
111 -5 6 8
112 -5 6 9
113 -5 6 9
114 -4 7 8
115 -4 8 8
116 -5 8 10
117 -6 8 11
118 -6 8 11
119 -5 7 10
120 -4 7 8
121 -3 7 7
122 -3 6 7
123 -4 6 7
124 -4 6 6
125 -4 6 6
126 -4 6 6
127 -5 6 6
128 -5 7 8
129 -5 8 8
130 -5 8 9
131 -6 8 10
132 -6 6 11
133 -5 5 11
134 -4 4 9
135 -4 2 8
136 -5 1 7
137 -4 0 7
138 -4 0 8
139 -4 1 8
140 -4 1 8
141 -3 1 8
142 -3 2 7
143 -3 3 8
144 -4 5 10
145 -5 6 12
146 -5 6 12
147 -4 6 11
148 -3 6 11
149 -3 5 10
150 -3 4 10
151 -3 3 9
152 -2 3 9
153 -1 2 10
154 -1 2 10
155 -1 2 10
156 -1 2 11
157 -1 2 11
158 -2 2 11
159 -2 2 11
160 -3 2 11
161 -2 2 11
162 -1 2 10
163 -1 3 9
164 1 3 8
165 1 3 8
166 2 4 8
167 2 4 8
168 2 4 8
169 3 4 8
170 3 4 7
171 2 3 8
172 2 3 8
173 2 3 9
174 2 3 9
175 2 3 10
176 2 3 11
177 2 2 11
178 2 2 11
179 2 2 12
180 3 2 12
181 3 2 12
182 2 2 12
183 1 2 12
184 1 2 12
185 2 3 13
186 3 3 13
187 3 4 13
188 4 6 13
189 4 7 13
190 4 7 12
191 3 7 12
192 3 7 11
193 3 6 11
194 3 5 10
195 3 4 9
196 3 3 8
197 4 3 7
198 4 2 6
199 4 1 5
200 3 -1 6
201 3 -1 6
202 4 0 6
203 4 1 5
204 4 2 5
205 4 3 5
206 3 3 6
207 2 4 7
208 2 6 11
209 2 9 12
210 -2 9 12
211 -6 7 12
212 -7 6 12
213 -6 6 11
214 -6 5 10
215 -8 4 7
216 -9 3 7
217 -8 5 8
218 -7 7 8
219 -7 8 8
220 -8 9 8
221 -7 10 8
222 -6 10 9
223 -6 9 10
224 -6 7 10
225 -6 5 9
226 -6 4 9
227 -6 3 9
228 -6 2 10
229 -7 1 10
230 -7 1 10
231 -6 2 10
232 -5 3 10
233 -5 6 9
234 -6 9 8
235 -6 11 10
236 -6 12 11
237 -6 12 11
238 -5 12 11
239 -3 12 9
240 -2 11 7
241 -3 10 5
242 -4 8 5
243 -4 7 4
244 -5 5 3
245 -7 5 3
246 -8 5 2
247 -8 6 2
248 -7 7 2
249 -5 7 3
250 -4 6 5
251 -4 6 7
252 -6 5 9
253 -7 5 10
254 -7 4 10
255 -7 3 10
256 -6 2 10
257 -6 1 10
258 -5 2 10
259 -6 2 11
260 -5 3 10
261 -5 4 9
262 -5 5 8
263 -3 4 8
264 -3 4 8
265 -3 4 8
266 -3 4 8
267 -3 4 10
268 -2 4 11
269 -3 5 10
270 -4 5 10
271 -4 5 10
272 -3 6 10
273 -2 6 10
274 -2 5 9
275 -1 5 9
276 -1 4 9
277 -2 4 9
278 -2 3 9
279 -2 3 9
280 -3 4 10
281 -2 4 9
282 -1 4 9
283 -1 4 9
284 -2 4 10
285 -3 4 10
286 -3 5 9
287 -3 5 8
288 -3 5 8
289 -3 5 8
290 -3 5 9
291 -3 5 9
292 -3 5 9
293 -3 5 10
294 -3 5 10
295 -3 5 9
296 -3 5 9
297 -2 5 9
298 -2 6 9
299 -2 6 9
300 -2 5 9
301 -3 5 10
302 -3 5 10
303 -3 5 10
304 -2 5 10
305 -2 5 9
306 -2 5 9
307 -2 6 9
308 -2 6 9
309 -2 6 9
310 -2 5 9
311 -2 5 9
312 -2 5 9
313 -2 5 9
314 -2 5 9
315 -2 5 9
316 -2 5 9
317 -2 5 9
318 -2 5 9
319 -2 6 9
320 -2 6 9
321 -2 6 9
322 -2 6 9
323 -2 6 9
324 -2 6 9
325 -2 5 9
326 -2 5 9
327 -2 5 9
328 -2 5 9
329 -2 5 9
330 -2 6 9
331 -2 6 9
332 -2 6 9
333 -2 6 9
334 -2 6 9
335 -2 6 9
336 -2 6 9
337 -2 6 9
338 -2 6 9
339 -2 6 9
340 -2 6 9
341 -2 6 9
342 -2 6 9
343 -2 6 9
344 -2 6 9
345 -2 6 9
346 -2 6 9
347 -2 6 9
