t x y z
1205 2 -3 10
1206 2 -2 11
1207 2 -2 11
1208 1 -2 11
1209 1 -3 10
1210 2 -2 10
1211 2 -2 10
1212 2 -2 10
1213 2 -2 10
1214 2 -2 10
1215 2 -2 10
1216 2 -2 10
1217 2 -2 10
1218 2 -2 10
1219 2 -2 10
1220 2 -2 10
1221 3 -2 10
1222 3 -2 10
1223 3 -2 10
1224 2 -2 10
1225 3 -2 10
1226 2 -2 10
1227 2 -3 10
1228 2 -3 10
1229 2 -3 10
1230 3 -3 10
1231 3 -3 10
1232 3 -3 10
1233 3 -3 10
1234 3 -3 10
1235 4 -2 10
1236 4 -2 9
1237 4 -2 10
1238 4 -3 10
1239 4 -3 10
1240 4 -2 10
1241 4 -1 10
1242 4 -2 10
1243 3 -2 10
1244 3 -2 9
1245 3 -2 9
1246 4 -1 9
1247 4 -1 9
1248 4 -1 9
1249 4 -1 9
1250 4 -1 10
1251 4 -2 10
1252 4 -2 10
1253 4 -2 10
1254 5 -2 10
1255 6 -1 10
1256 6 -1 9
1257 6 -1 9
1258 5 -1 10
1259 6 0 11
1260 5 1 11
1261 5 1 11
1262 5 2 12
1263 4 2 11
1264 3 2 11
1265 3 2 12
1266 3 2 11
1267 3 2 11
1268 2 2 10
1269 2 2 10
1270 2 2 11
1271 3 2 11
1272 1 1 10
1273 0 1 9
1274 1 1 11
1275 1 0 11
1276 2 1 8
1277 1 0 9
1278 -1 -1 11
1279 -1 -1 11
1280 0 0 9
1281 0 1 8
1282 -1 1 10
1283 -1 1 10
1284 0 1 9
1285 0 1 10
1286 -1 2 11
1287 -1 2 11
1288 -1 3 11
1289 1 4 12
1290 -1 3 12
1291 -2 3 12
1292 -1 2 12
1293 -2 1 12
1294 -1 -1 11
1295 2 -1 11
1296 3 -1 11
1297 2 -1 11
1298 3 0 12
1299 3 1 11
1300 3 1 11
1301 2 1 11
1302 2 1 11
1303 2 2 10
1304 1 1 8
1305 1 1 9
1306 1 2 9
1307 1 2 8
1308 1 2 8
1309 2 2 7
1310 2 1 8
1311 -1 -1 10
1312 -2 -1 10
1313 1 1 9
1314 1 0 8
1315 -2 -2 8
1316 -2 -2 8
1317 -1 -2 7
1318 -2 -2 8
1319 -4 -3 9
1320 -3 -2 9
1321 -4 -3 9
1322 -4 -3 11
1323 -4 -3 12
1324 -3 -3 13
1325 -2 -3 13
1326 -2 -3 13
1327 -1 -3 13
1328 2 -2 13
1329 3 -2 12
1330 3 -2 12
1331 3 -1 12
1332 4 -1 11
1333 3 -2 11
1334 2 -2 10
1335 3 -2 8
1336 3 -2 8
1337 2 -3 8
1338 1 -3 6
1339 2 -3 5
1340 1 -4 5
1341 0 -4 5
1342 1 -4 4
1343 -1 -4 5
1344 -2 -5 5
1345 -2 -5 5
1346 -2 -5 5
1347 -3 -5 5
1348 -3 -5 6
1349 -4 -5 7
1350 -5 -5 9
1351 -4 -4 8
1352 -4 -4 7
1353 -6 -4 9
1354 -6 -4 10
1355 -4 -3 10
1356 -4 -3 12
1357 -5 -4 12
1358 -4 -3 11
1359 -3 -3 12
1360 -3 -3 12
1361 -3 -3 11
1362 -2 -2 11
1363 0 -1 12
1364 1 -1 12
1365 1 -1 12
1366 2 -1 11
1367 2 0 11
