x y
0 -25
1 -14
2 -26
3 -26
4 -31
5 -41
6 -44
7 -44
8 -57
9 -59
10 -55
11 -55
12 -59
13 -59
14 -58
15 -56
16 -48
17 -50
18 -43
19 -37
20 -34
21 -29
22 -33
23 -25
24 -21
25 -22
26 -14
27 -13
28 -12
29 -13
30 -16
31 -15
32 -12
33 -16
34 -21
35 -19
36 -17
37 -21
38 -24
39 -26
40 -27
41 -31
42 -33
43 -37
44 -42
45 -47
46 -52
47 -51
