x y
0 -54
1 -41
2 -52
3 -57
4 -43
5 -47
6 -57
7 -70
8 -69
9 -75
10 -80
11 -85
12 -84
13 -89
14 -90
15 -79
16 -81
17 -75
18 -71
19 -75
20 -61
21 -59
22 -56
23 -45
24 -42
25 -35
26 -29
27 -31
28 -38
29 -37
30 -26
31 -20
32 -20
33 -24
34 -24
35 -31
36 -37
37 -38
38 -42
39 -46
40 -49
41 -53
42 -58
43 -62
44 -58
45 -59
46 -65
47 -74
