x y
0 0.5495645330636145
1 1.2572964195455378
2 0.48522527065616694
3 0.48522527065616694
4 0.16352895861892908
5 -0.4798636654555466
6 -0.6728814526778893
7 -0.6728814526778893
8 -1.5092918639747077
9 -1.6379703887896029
10 -1.3806133391598125
11 -1.3806133391598125
12 -1.6379703887896029
13 -1.6379703887896029
14 -1.5736311263821554
15 -1.4449526015672602
16 -0.9302385023076796
17 -1.0589170271225747
18 -0.6085421902704418
19 -0.22250661582575634
20 -0.029488828603413623
21 0.29220748343382424
22 0.03485043380403395
23 0.5495645330636145
24 0.8069215826934047
25 0.7425823202859572
26 1.2572964195455378
27 1.3216356819529853
28 1.385974944360433
29 1.3216356819529853
30 1.1286178947306427
31 1.1929571571380901
32 1.385974944360433
33 1.1286178947306427
34 0.8069215826934047
35 0.9356001075082999
36 1.064278632323195
37 0.8069215826934047
38 0.6139037954710621
39 0.48522527065616694
40 0.42088600824871936
41 0.16352895861892908
42 0.03485043380403395
43 -0.22250661582575634
44 -0.5442029278629942
45 -0.865899239900232
46 -1.18759555193747
47 -1.1232562895300222
