x y
100 0.6335078534
120 0.6662138066
140 0.7058436755
160 0.6995992476
180 0.7095939168
200 0.7188925342
220 0.7188925342
240 0.7318696996
260 0.7318696996
280 0.7318696996
300 0.7318696996
