x y
0 8.541666666666664
1 19.541666666666664
2 7.541666666666664
3 7.541666666666664
4 2.5416666666666643
5 -7.458333333333336
6 -10.458333333333336
7 -10.458333333333336
8 -23.458333333333336
9 -25.458333333333336
10 -21.458333333333336
11 -21.458333333333336
12 -25.458333333333336
13 -25.458333333333336
14 -24.458333333333336
15 -22.458333333333336
16 -14.458333333333336
17 -16.458333333333336
18 -9.458333333333336
19 -3.4583333333333357
20 -0.4583333333333357
21 4.541666666666664
22 0.5416666666666643
23 8.541666666666664
24 12.541666666666664
25 11.541666666666664
26 19.541666666666664
27 20.541666666666664
28 21.541666666666664
29 20.541666666666664
30 17.541666666666664
31 18.541666666666664
32 21.541666666666664
33 17.541666666666664
34 12.541666666666664
35 14.541666666666664
36 16.541666666666664
37 12.541666666666664
38 9.541666666666664
39 7.541666666666664
40 6.541666666666664
41 2.5416666666666643
42 0.5416666666666643
43 -3.4583333333333357
44 -8.458333333333336
45 -13.458333333333336
46 -18.458333333333336
47 -17.458333333333336
