x y
0.823 0.625
0.825 0.635
0.823 0.625
0.824 0.612
0.819 0.616
0.823 0.625
0.830 0.590
0.829 0.537
0.820 0.617
0.823 0.625
0.829 0.582
0.826 0.484
0.819 0.611
0.823 0.625
0.832 0.574
0.819 0.611
0.823 0.625
0.837 0.571
0.823 0.625
0.823 0.625
0.819 0.611
0.823 0.625
0.821 0.605
